COUNTY DEM OTH REP
FRIO 2376 33 1559
GAINES 535 47 3484
GALVESTON 39511 1508 69059
GARZA 279 18 1263
GILLESPIE 2055 189 10306
GLASSCOCK 44 8 526
GOLIAD 1127 37 2294
GONZALES 1777 64 4216
GRAY 886 60 6443
GRAYSON 10670 658 30936
GREGG 12398 367 28742
GRIMES 2339 121 6141
GUADALUPE 15744 653 33117
HALE 2243 121 6490
HALL 265 12 832
HAMILTON 591 43 2918
HANSFORD 159 15 1788
HARDEMAN 302 17 1176
HARDIN 3359 192 17746
HARRIS 587044 15468 586073
HARRISON 8456 202 17512
HARTLEY 184 21 1708
HASKELL 553 36 1424
HAYS 25537 1813 31661
HEMPHILL 192 19 1298
HENDERSON 6106 290 21231
HIDALGO 97969 1325 39865
HILL 2752 161 9132
HOCKLEY 1486 102 5546
HOOD 3843 283 18409
HOPKINS 2777 140 9836
HOUSTON 2265 69 5880
HOWARD 2110 132 6453
HUDSPETH 379 13 471
HUNT 6671 367 21011
HUTCHINSON 1045 79 6804
IRION 112 8 668
JACK 303 25 2580
JACKSON 1070 49 3906
JASPER 3423 137 9957
"JEFF DAVIS" 440 33 719
JEFFERSON 44668 717 43242
"JIM HOGG" 1301 10 356
"JIM WELLS" 6492 76 4598
JOHNSON 10496 681 37661
JONES 1226 79 4262
KARNES 1325 35 2825
KAUFMAN 9472 352 24846
KENDALL 3043 232 14508
KENEDY 82 1 84
KENT 66 4 335
KERR 4338 267 17274
KIMBLE 217 8 1667
KING 5 1 139
KINNEY 522 23 880
KLEBERG 4754 95 4058
KNOX 332 18 1160
"LA SALLE" 965 12 669
LAMAR 4181 190 12826
LAMB 998 35 3058
LAMPASAS 1479 104 5621
LAVACA 1428 70 6796
LEE 1632 82 4507
LEON 1062 69 5814
LIBERTY 5202 221 17323
LIMESTONE 2208 67 5288
LIPSCOMB 119 5 1044
"LIVE OAK" 919 40 3154
LLANO 1822 126 7610
LOVING 9 1 54
LUBBOCK 26271 1444 63469
LYNN 506 14 1439
MADISON 967 33 3028
MARION 1495 54 2733
MARTIN 248 8 1368
MASON 380 23 1565
MATAGORDA 3980 113 8040
MAVERICK 8303 89 2171
MCCULLOCH 537 37 2419
MCLENNAN 25694 944 47903
MCMULLEN 67 5 431
MEDINA 4784 186 11079
MENARD 171 13 665
MIDLAND 8286 622 35689
MILAM 2636 113 5481
MILLS 279 40 1882
MITCHELL 538 22 1756
MONTAGUE 1116 86 6549
MONTGOMERY 32920 2224 137969
MOORE 964 53 3968
MORRIS 1858 49 3232
MOTLEY 55 7 538
"NACOGDOCHES" 6465 263 13925
"NAVARRO" 4350 167 10847
NEWTON 1677 80 4112
NOLAN 1216 77 3282
NUECES 45772 1366 48966
OCHILTREE 253 21 2719
OLDHAM 71 8 790
ORANGE 6800 352 23366
"PALO PINTO" 1811 133 7393
PANOLA 2211 69 7950
PARKER 7853 598 39243
PARMER 529 14 2011
PECOS 1591 47 2512
POLK 4859 204 14071
POTTER 7126 406 18918
PRESIDIO 1282 31 504
RAINS 761 47 3279
RANDALL 7574 675 41447
REAGAN 158 9 676
REAL 277 22 1236
"RED RIVER" 1482 43 3549
REEVES 1655 34 1188
REFUGIO 998 16 1663
ROBERTS 33 7 468
ROBERTSON 2798 70 4419
ROCKWALL 8120 445 27113
RUNNELS 519 45 3104
RUSK 4451 171 13924
SABINE 807 44 3727
"SAN AUGUSTINE" 1193 28 2469
"SAN JACINTO" 2410 99 7107
"SAN PATRICIO" 7856 217 12005
"SAN SABA" 323 31 1905
SCHLEICHER 221 9 787
SCURRY 838 65 4124
SHACKELFORD 131 14 1218
SHELBY 2322 83 6879
SHERMAN 121 9 908
SMITH 21456 814 57331
SOMERVELL 613 54 2871
STARR 10260 76 1547
STEPHENS 475 45 2892
STERLING 31 4 459
STONEWALL 160 8 507
SUTTON 369 10 1110
SWISHER 579 36 1655
TARRANT 253071 8899 348920
TAYLOR 9750 609 32904
TERRELL 184 13 358
TERRY 1059 48 2602
THROCKMORTON 109 4 700
TITUS 2648 122 6084
"TOM GREEN" 9294 548 26878
TRAVIS 232788 14117 140152
TRINITY 1614 84 4537
TYLER 1668 76 5910
UPSHUR 2971 152 12015
UPTON 333 14 953
UVALDE 3825 81 4529
"VAL VERDE" 6285 161 5635
"VAN ZANDT" 3084 222 15794
VICTORIA 8802 359 19692
WALKER 6252 293 12140
WALLER 6514 144 9244
WARD 841 38 2366
WASHINGTON 3381 159 10857
WEBB 37597 435 11078
WHARTON 4235 102 9750
WHEELER 232 18 1878
WICHITA 10525 681 29812
WILBARGER 971 53 2956
WILLACY 3600 48 1416
WILLIAMSON 61875 4390 97006
WILSON 4821 166 12218
WINKLER 398 16 1311
WISE 3221 317 17207
WOOD 3056 174 14351
YOAKUM 409 21 1698
YOUNG 992 99 6225
ZAPATA 2527 19 997
ZAVALA 3042 37 574
