COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
BAKER 2805 322 5650
BENTON 29901 1313 15264
CLACKAMAS 103476 4807 83595
CLATSOP 10701 655 7192
COLUMBIA 13390 965 10413
COOS 14401 1196 15354
CROOK 3632 349 6371
CURRY 5230 456 6646
DESCHUTES 38819 1899 39064
DOUGLAS 20298 1720 30919
GILLIAM 430 32 648
GRANT 1006 118 2785
HARNEY 950 138 2595
"HOOD RIVER" 6302 263 3265
JACKSON 49090 2914 49043
JEFFERSON 3682 234 4402
JOSEPHINE 17412 1664 22973
KLAMATH 9370 916 19113
LAKE 957 93 2638
LANE 114037 5038 63835
LINCOLN 14258 840 8791
LINN 22163 1748 28071
MALHEUR 2949 327 7157
MARION 61816 3688 59059
MORROW 1410 139 2509
MULTNOMAH 279696 9843 75171
POLK 17536 957 17714
SHERMAN 385 28 634
TILLAMOOK 7072 468 5757
UMATILLA 9484 785 15254
UNION 4613 400 7581
WALLOWA 1492 137 2836
WASCO 5906 371 5103
WASHINGTON 141544 5903 89185
WHEELER 281 33 498
YAMHILL 20797 1339 21390
