COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ALBANY 6890 2568 7602
"BIG HORN" 604 646 4067
CAMPBELL 1324 1097 15778
CARBON 1279 686 4409
CONVERSE 668 466 5520
CROOK 273 205 3348
FREMONT 4200 1656 11167
GOSHEN 924 454 4418
"HOT SPRINGS" 400 247 1939
JOHNSON 638 302 3477
LARAMIE 11573 4549 24847
LINCOLN 1105 991 6779
"NATRONA" 6577 3219 23552
NIOBRARA 115 83 1116
PARK 2535 1445 11115
PLATTE 719 373 3437
SHERIDAN 2927 1317 10266
SUBLETTE 644 337 3409
SWEETWATER 3231 1745 12154
TETON 7314 1392 3921
UINTA 1202 1114 6154
WASHAKIE 532 371 2911
WESTON 299 194 3033
