COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ABBEVILLE 4389 100 5436
AIKEN 19799 616 39077
ALLENDALE 2565 41 985
ANDERSON 20697 670 43355
BAMBERG 3841 57 2138
BARNWELL 3982 97 4606
BEAUFORT 21505 399 33331
BERKELEY 20142 691 32104
CALHOUN 3393 78 3448
CHARLESTON 63758 2261 70297
CHEROKEE 6466 158 12090
CHESTER 5790 141 5798
CHESTERFIELD 6729 68 7252
CLARENDON 7087 52 6061
COLLETON 6699 143 7264
DARLINGTON 11829 209 13416
DILLON 4832 102 4301
DORCHESTER 14733 578 26006
EDGEFIELD 4051 84 5611
FAIRFIELD 5764 140 3531
FLORENCE 21442 414 27689
GEORGETOWN 10602 385 12606
GREENVILLE 55347 2005 111481
GREENWOOD 8954 224 14264
HAMPTON 4832 87 3097
HORRY 29547 1353 50447
JASPER 3840 73 2933
KERSHAW 8515 240 14160
LANCASTER 7631 267 12916
LAURENS 9205 158 14466
LEE 4960 37 2901
LEXINGTON 25393 907 67132
MARION 7767 151 5589
MARLBORO 4984 153 3423
MCCORMICK 2648 78 2396
NEWBERRY 4483 272 7654
OCONEE 8395 326 18811
ORANGEBURG 24698 171 12695
PICKENS 10287 464 29759
RICHLAND 76283 1306 56212
SALUDA 3001 40 4537
SPARTANBURG 33633 1121 62004
SUMTER 18695 234 18074
UNION 5236 106 6592
WILLIAMSBURG 9044 79 4795
YORK 24226 721 45234
