COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAMS 2326 374 8659
ALLEN 13294 2113 30487
ASHLAND 5740 1357 17493
ASHTABULA 15577 1972 23318
ATHENS 16370 1719 11354
AUGLAIZE 3980 989 18658
BELMONT 8785 1229 21108
BROWN 4353 681 14573
BUTLER 58642 8221 106976
CARROLL 3154 666 9254
CHAMPAIGN 4594 879 12631
CLARK 23328 2896 35205
CLERMONT 26715 4888 67518
CLINTON 4066 771 13838
COLUMBIANA 12432 2093 31676
COSHOCTON 4013 754 10785
CRAWFORD 4625 1001 13611
CUYAHOGA 398271 21340 184211
DARKE 4470 1002 20012
DEFIANCE 5368 1136 11688
DELAWARE 40872 5420 57568
ERIE 16057 1873 19648
FAIRFIELD 24881 3718 44314
FAYETTE 2739 428 7995
FRANKLIN 351198 30611 199331
FULTON 6069 1447 13709
GALLIA 2628 481 9822
GEAUGA 17569 2145 30227
GREENE 28943 4375 48540
GUERNSEY 4359 753 11445
HAMILTON 215719 19725 173665
HANCOCK 9609 2231 24183
HARDIN 2920 657 8717
HARRISON 1688 293 5098
HENRY 3756 875 9301
HIGHLAND 3773 708 14020
HOCKING 3775 566 8497
HOLMES 1788 546 8720
HURON 7192 1416 16226
JACKSON 3226 518 9949
JEFFERSON 9675 1409 21117
KNOX 8171 1385 19131
LAKE 46397 5594 64255
LAWRENCE 6974 944 18689
LICKING 27376 4144 51241
LOGAN 4647 967 15957
LORAIN 66949 6795 66818
LUCAS 110833 11025 75698
MADISON 4779 880 11631
MAHONING 57381 4075 53616
MARION 7928 1433 16961
MEDINA 32182 4381 54810
MEIGS 2260 416 7309
MERCER 3384 836 17506
MIAMI 13120 2535 37079
MONROE 1662 265 4868
MONTGOMERY 122016 12376 123909
MORGAN 1736 276 4431
MORROW 3761 839 11948
MUSKINGUM 11123 1812 24056
NOBLE 1221 243 4549
OTTAWA 8285 1280 12653
PAULDING 2093 454 6500
PERRY 4138 629 10228
PICKAWAY 6529 1140 17076
PIKE 3539 438 7902
PORTAGE 32397 3771 39971
PREBLE 4325 794 15446
PUTNAM 2922 884 14961
RICHLAND 16085 2539 36590
ROSS 10356 1372 18652
SANDUSKY 9929 1799 16316
SCIOTO 9132 1102 20550
SENECA 7404 1758 14825
SHELBY 4243 907 18590
STARK 68146 8705 98388
SUMMIT 134256 11697 112026
TRUMBULL 43014 3991 49024
TUSCARAWAS 12188 2183 26918
UNION 7718 1615 18096
"VAN WERT" 2697 604 10469
VINTON 1351 268 3883
WARREN 33730 5894 77643
WASHINGTON 8026 1300 20514
WAYNE 15031 2552 32270
WILLIAMS 4358 1011 11939
WOOD 27318 4525 32498
WYANDOT 2515 609 7468
