COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ALBANY 83077 8943 47810
ALLEGANY 4882 1285 12525
BRONX 353646 8079 37797
BROOME 39212 5917 40943
CATTARAUGUS 9497 1972 19692
CAYUGA 13522 2266 17384
CHAUTAUQUA 19091 3549 31594
CHEMUNG 13757 2265 20097
CHENANGO 6775 1464 11921
CLINTON 15059 2597 14449
COLUMBIA 15284 1862 13756
CORTLAND 8771 1573 9900
DELAWARE 6627 1223 11942
DUTCHESS 62261 6876 61797
ERIE 215456 19866 188303
ESSEX 7762 1498 7958
FRANKLIN 7297 1434 8221
FULTON 6496 1256 13462
GENESEE 7650 1867 16915
GREENE 7405 1572 13073
HAMILTON 949 212 2064
HERKIMER 8083 1473 16699
JEFFERSON 13809 2664 21763
KINGS 640553 24008 141044
LEWIS 3146 779 7400
LIVINGSTON 10697 2044 17290
MADISON 11667 2461 15936
MONROE 188592 22616 136582
MONTGOMERY 6595 1158 11301
"NASSAU" 326088 22566 288313
"NEW YORK" 579013 24997 64929
NIAGARA 35559 4882 51961
ONEIDA 33743 5829 51437
ONONDAGA 112337 12454 83649
ONTARIO 22233 3996 26029
ORANGE 68278 7098 76645
ORLEANS 4470 974 10936
OSWEGO 17095 3397 27688
OTSEGO 10451 1909 13308
PUTNAM 19366 2173 27024
QUEENS 517220 19832 149341
RENSSELAER 32717 5119 33726
RICHMOND 74143 5380 101437
ROCKLAND 69342 4834 60911
SARATOGA 50913 8606 54575
SCHENECTADY 33747 4580 28953
SCHOHARIE 4240 979 8831
SCHUYLER 3091 631 5050
SENECA 5697 1047 7236
"ST. LAWRENCE" 16488 2728 19942
STEUBEN 12526 2645 26831
SUFFOLK 303951 26733 350570
SULLIVAN 12568 1456 15931
TIOGA 7526 1513 13260
TOMPKINS 28890 3417 10371
ULSTER 42101 5248 34006
WARREN 13091 2566 15751
WASHINGTON 9098 1820 13610
WAYNE 13473 2834 23380
WESTCHESTER 272926 16491 131238
WYOMING 3904 952 12442
YATES 3659 747 5660
