COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADA 77137 5855 97554
ADAMS 577 70 1413
BANNOCK 13214 1036 21010
"BEAR LAKE" 302 31 2489
BENEWAH 1164 124 2596
BINGHAM 3822 341 13440
BLAINE 5992 263 3939
BOISE 1053 108 2284
BONNER 6500 669 11367
BONNEVILLE 9903 1034 32276
BOUNDARY 1225 181 3138
BUTTE 258 27 1001
CAMAS 159 17 402
CANYON 19866 1855 44369
CARIBOU 386 58 2608
CASSIA 1098 144 7154
CLARK 66 27 235
CLEARWATER 1032 123 2541
CUSTER 530 78 1744
ELMORE 2513 261 5227
FRANKLIN 325 80 5195
FREMONT 810 85 4907
GEM 1957 222 5311
GOODING 1287 135 3696
IDAHO 1708 208 5921
JEFFERSON 1303 183 9895
JEROME 1699 178 4804
KOOTENAI 18851 1596 39381
LATAH 8306 864 7589
LEMHI 960 121 3029
LEWIS 396 45 1173
LINCOLN 469 52 1141
MADISON 832 135 13445
MINIDOKA 1390 141 5442
"NEZ PERCE" 6451 430 9967
ONEIDA 217 34 1838
OWYHEE 833 97 2794
PAYETTE 2271 220 6004
POWER 982 51 1870
SHOSHONE 2277 172 2699
TETON 1926 139 2458
"TWIN FALLS" 7541 828 19773
VALLEY 2095 160 2664
WASHINGTON 1104 98 3128
