COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 3791 262 9233
ANTELOPE 613 50 2761
ARTHUR 24 2 240
BANNER 56 2 379
BLAINE 38 0 301
BOONE 546 40 2309
"BOX BUTTE" 1657 99 3396
BOYD 228 9 911
BROWN 268 39 1426
BUFFALO 4100 286 14222
BURT 1272 47 2349
BUTLER 1068 84 3016
CASS 3619 147 7763
CEDAR 1083 66 3387
CHASE 302 19 1652
CHERRY 483 50 2509
CHEYENNE 893 62 3791
CLAY 743 51 2543
COLFAX 990 54 2589
CUMING 966 53 3330
CUSTER 1040 54 4518
DAKOTA 3027 62 3526
DAWES 1119 66 2809
DAWSON 1728 79 6149
DEUEL 222 11 820
DIXON 938 43 2028
DODGE 5250 206 10716
DOUGLAS 83330 2928 120813
DUNDY 186 9 858
FILLMORE 828 51 2314
FRANKLIN 412 25 1277
FRONTIER 275 32 1160
FURNAS 492 25 1950
GAGE 3655 154 6575
GARDEN 201 12 970
GARFIELD 196 15 806
GOSPER 222 7 890
GRANT 41 3 352
GREELEY 361 22 865
HALL 6228 334 14592
HAMILTON 1012 69 3785
HARLAN 398 32 1467
HAYES 66 8 524
HITCHCOCK 296 19 1171
HOLT 894 63 4217
HOOKER 64 5 392
HOWARD 900 59 2020
JEFFERSON 1352 59 2600
JOHNSON 885 39 1470
KEARNEY 707 51 2621
KEITH 743 38 3356
"KEYA PAHA" 98 9 442
KIMBALL 366 20 1491
KNOX 1086 65 3062
LANCASTER 52747 1998 69764
LINCOLN 4905 238 11056
LOGAN 67 5 357
LOUP 68 4 314
MADISON 2934 174 10981
MCPHERSON 49 4 259
MERRICK 833 53 2771
MORRILL 495 43 1755
"NANCE" 459 35 1237
NEMAHA 1066 54 2595
NUCKOLLS 541 46 1884
OTOE 2275 93 5018
PAWNEE 481 16 986
PERKINS 262 11 1285
PHELPS 830 41 3872
PIERCE 546 28 2824
PLATTE 2657 200 11130
POLK 549 32 2146
"RED WILLOW" 1055 74 4129
RICHARDSON 1297 57 2924
ROCK 130 13 740
SALINE 2420 75 3071
SARPY 17455 716 40163
SAUNDERS 2884 164 6441
"SCOTTS BLUFF" 3843 169 10378
SEWARD 2114 98 5353
SHERIDAN 430 33 2136
SHERMAN 541 30 1072
SIOUX 123 9 677
STANTON 559 27 2159
THAYER 764 39 2075
THOMAS 60 6 378
THURSTON 1212 21 1154
VALLEY 564 26 1801
WASHINGTON 2754 113 7083
WAYNE 1059 55 2971
WEBSTER 557 42 1403
WHEELER 81 6 366
YORK 1304 100 5393
