COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
AURORA 556 40 804
BEADLE 2881 152 4230
BENNETT 548 29 626
"BON HOMME" 1167 77 1830
BROOKINGS 5827 353 6220
BROWN 7250 497 8321
BRULE 824 56 1499
BUFFALO 472 3 166
BUTTE 1002 133 3073
CAMPBELL 153 18 616
"CHARLES MIX" 1483 51 2230
CLARK 713 41 1067
CLAY 2955 132 2147
CODINGTON 4588 240 6696
CORSON 648 37 515
CUSTER 1335 123 3062
DAVISON 3042 172 4757
DAY 1497 56 1320
DEUEL 941 55 1175
DEWEY 1207 25 663
DOUGLAS 332 24 1334
EDMUNDS 622 50 1264
"FALL RIVER" 1140 118 2258
FAULK 331 31 765
GRANT 1493 79 2034
GREGORY 599 45 1507
HAAKON 138 14 940
HAMLIN 921 69 1803
HAND 575 31 1242
HANSON 760 29 1627
HARDING 82 19 638
HUGHES 2786 150 5219
HUTCHINSON 923 51 2451
HYDE 189 13 531
JACKSON 426 19 661
JERAULD 452 16 538
JONES 108 11 490
KINGSBURY 1092 65 1451
LAKE 2724 142 3419
LAWRENCE 3973 361 7025
LINCOLN 7982 359 13611
LYMAN 605 31 933
MARSHALL 1061 37 889
MCCOOK 905 53 1655
MCPHERSON 272 22 921
MEADE 2928 323 7566
MELLETTE 375 13 381
MINER 479 25 636
MINNEHAHA 34674 1567 40342
MOODY 1429 69 1535
"OGLALA LAKOTA" 2937 20 188
PENNINGTON 15125 1107 28232
PERKINS 319 66 1205
POTTER 339 13 1029
ROBERTS 2302 71 1883
SANBORN 389 38 688
SPINK 1300 71 1670
STANLEY 435 42 1063
SULLY 186 19 613
TODD 1976 23 498
TRIPP 737 49 1905
TURNER 1411 84 2715
UNION 2782 116 4698
WALWORTH 671 60 1731
YANKTON 4226 253 5495
ZIEBACH 439 8 314
