COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
BARBOUR 1768 169 3824
BERKELEY 14275 741 22156
BOONE 2790 243 5467
BRAXTON 1998 81 2725
BROOKE 4005 229 5060
CABELL 13568 591 17985
CALHOUN 818 70 1319
CLAY 931 110 1971
DODDRIDGE 575 64 2130
FAYETTE 5419 301 8350
GILMER 840 74 1595
GRANT 718 85 3783
GREENBRIER 4710 323 7930
HAMPSHIRE 2299 164 5523
HANCOCK 4627 265 7226
HARDY 1482 150 3536
HARRISON 9732 539 15876
JACKSON 3854 282 7408
JEFFERSON 10398 482 11258
KANAWHA 32480 1233 41364
LEWIS 1736 176 4375
LINCOLN 2227 208 4383
LOGAN 3469 255 8222
MARION 8959 529 12054
MARSHALL 4484 297 8135
MASON 3778 270 5741
MCDOWELL 2109 120 3959
MERCER 5432 394 15450
MINERAL 2885 261 7833
MINGO 2428 211 6191
MONONGALIA 13826 818 16831
MONROE 1455 141 3616
MORGAN 2363 168 4513
NICHOLAS 2664 223 5898
OHIO 6786 357 10768
PENDLETON 1074 70 2095
PLEASANTS 955 60 1825
POCAHONTAS 1303 91 2182
PRESTON 2931 335 7889
PUTNAM 7256 385 16032
RALEIGH 7739 476 20614
RANDOLPH 3342 254 6160
RITCHIE 768 99 2921
ROANE 1939 126 2982
SUMMERS 1621 133 2981
TAYLOR 1941 127 3840
TUCKER 880 82 2176
TYLER 890 75 2314
UPSHUR 2158 176 5939
WAYNE 4931 336 8688
WEBSTER 947 98 1710
WETZEL 2217 166 3473
WIRT 676 68 1427
WOOD 11230 564 22183
WYOMING 1583 171 5769
