COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ALAMEDA 469684 17776 108182
ALPINE 389 28 236
AMADOR 6830 538 10281
BUTTE 42669 3604 44479
CALAVERAS 8670 751 12365
COLUSA 2314 119 3601
"CONTRA COSTA" 290824 10885 136517
"DEL NORTE" 3791 365 4614
"EL DORADO" 35166 2635 50973
FRESNO 129129 5208 124490
GLENN 3301 278 5632
HUMBOLDT 34457 4188 18825
IMPERIAL 25136 652 12777
INYO 3422 274 4340
KERN 89495 5359 126618
KINGS 12979 768 17671
LAKE 13163 1028 9200
LASSEN 3053 334 7296
"LOS ANGELES" 2216903 78831 885333
MADERA 16018 996 22852
MARIN 99896 3740 30880
MARIPOSA 3498 362 5140
MENDOCINO 23193 2166 9658
MERCED 33005 1471 27581
MODOC 1111 98 2777
MONO 2733 163 2285
MONTEREY 82920 3208 37390
"NAPA" 35870 1572 19526
NEVADA 24663 2027 24986
ORANGE 512440 27892 582332
PLACER 66818 4583 99921
PLUMAS 4026 300 5721
RIVERSIDE 329063 14717 318127
SACRAMENTO 300503 13792 202514
"SAN BENITO" 11276 425 7343
"SAN BERNARDINO" 305109 14050 262358
"SAN DIEGO" 626957 28599 536726
"SAN FRANCISCO" 301723 12410 47076
"SAN JOAQUIN" 114121 4505 86071
"SAN LUIS OBISPO" 61258 4413 59967
"SAN MATEO" 206085 6879 72756
"SANTA BARBARA" 94129 4585 64606
"SANTA CLARA" 450818 17430 174843
"SANTA CRUZ" 90805 5243 24047
SHASTA 25819 2449 48067
SIERRA 653 86 1056
SISKIYOU 8046 787 11077
SOLANO 96783 3569 52092
SONOMA 153942 7782 54784
STANISLAUS 77724 4186 73459
SUTTER 12192 712 18122
TEHAMA 7934 808 14235
TRINITY 2674 284 2716
TULARE 41752 2392 56956
TUOLUMNE 9998 809 13880
VENTURA 170929 8087 147958
YOLO 48715 2392 23368
YUBA 7711 714 11275
