COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAMS 100649 4609 70972
ALAMOSA 3811 199 2705
ARAPAHOE 153905 6023 125588
ARCHULETA 2679 183 3872
BACA 467 80 1559
BENT 815 52 1075
BOULDER 125091 4427 49981
BROOMFIELD 16966 803 15008
CHAFFEE 5086 306 5070
CHEYENNE 172 32 889
"CLEAR CREEK" 3119 194 2430
CONEJOS 2213 53 1835
COSTILLA 1340 51 446
CROWLEY 535 43 924
CUSTER 868 59 1788
DELTA 4622 388 10915
DENVER 222018 6565 73111
DOLORES 334 52 859
DOUGLAS 60991 2586 104204
EAGLE 12792 465 9411
"EL PASO" 111819 7404 170952
ELBERT 3603 309 10266
FREMONT 6704 538 13174
GARFIELD 11305 568 12535
GILPIN 1892 100 1346
GRAND 3684 250 4253
GUNNISON 5044 282 3341
HINSDALE 229 18 353
HUERFANO 1953 115 1646
JACKSON 216 32 600
JEFFERSON 159296 7559 144197
KIOWA 118 26 677
"KIT CARSON" 838 79 2785
"LA PLATA" 15489 901 12794
LAKE 1839 103 1098
LARIMER 92747 5057 82376
"LAS ANIMAS" 3445 154 3263
LINCOLN 552 48 1687
LOGAN 2712 233 6179
MESA 23846 1629 47472
MINERAL 291 15 344
MOFFAT 1330 143 4695
MONTEZUMA 4542 375 7401
MONTROSE 6138 440 13552
MORGAN 3912 263 6602
OTERO 3647 163 4382
OURAY 1646 75 1481
PARK 3862 268 5236
PHILLIPS 588 40 1637
PITKIN 6849 202 3024
PROWERS 1519 114 3230
PUEBLO 42551 1749 31894
"RIO BLANCO" 568 77 2724
"RIO GRANDE" 2478 137 2918
ROUTT 7547 301 5469
SAGUACHE 1864 102 964
"SAN JUAN" 266 28 212
"SAN MIGUEL" 2992 110 1154
SEDGWICK 419 38 881
SUMMIT 9347 394 5571
TELLER 4333 372 8702
WASHINGTON 468 47 2076
WELD 49050 3041 63775
YUMA 987 100 3490
