COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAIR 1764 55 5628
ALLEN 1923 38 5202
ANDERSON 3141 87 6363
BALLARD 1759 29 2389
BARREN 5216 102 10822
BATH 2608 42 2269
BELL 4210 70 6722
BOONE 12391 362 32329
BOURBON 3198 66 4953
BOYD 10132 144 11501
BOYLE 4646 80 7764
BRACKEN 1213 34 2363
BREATHITT 3327 75 2542
BRECKINRIDGE 2884 56 5580
BULLITT 9043 151 19433
BUTLER 1436 33 4109
CALDWELL 2245 38 4066
CALLOWAY 5728 124 9293
CAMPBELL 14253 382 25540
CARLISLE 1102 9 1734
CARROLL 1688 34 2175
CARTER 5577 118 5422
CASEY 1174 38 5109
CHRISTIAN 6970 110 13935
CLARK 5661 116 9540
CLAY 1901 60 5726
CLINTON 952 31 3369
CRITTENDEN 1438 26 2726
CUMBERLAND 848 35 2356
DAVIESS 15788 323 25372
EDMONSON 1856 30 3595
ELLIOTT 2064 22 871
ESTILL 1907 35 3633
FAYETTE 57994 1176 66406
FLEMING 2406 48 3749
FLOYD 11132 141 6612
FRANKLIN 11620 232 12281
FULTON 1340 23 1527
GALLATIN 1188 16 1869
GARRARD 1841 33 4784
GRANT 2818 55 5951
GRAVES 6206 120 9903
GRAYSON 2905 68 7170
GREEN 1312 28 3866
GREENUP 7630 109 8696
HANCOCK 1709 34 2286
HARDIN 11507 307 24627
HARLAN 4332 79 6659
HARRISON 2807 69 4855
HART 2470 45 4269
HENDERSON 8101 133 10467
HENRY 2366 39 4094
HICKMAN 926 21 1395
HOPKINS 6420 109 12314
JACKSON 769 40 4369
JEFFERSON 170158 2626 164566
JESSAMINE 5476 132 12972
JOHNSON 3288 76 5940
KENTON 22834 625 43664
KNOTT 4685 61 2648
KNOX 3822 98 8108
LARUE 1823 34 4111
LAUREL 5297 148 16819
LAWRENCE 2705 53 3755
LEE 878 24 2018
LESLIE 1266 37 3661
LETCHER 4192 72 4801
LEWIS 1667 39 3778
LINCOLN 2796 71 5996
LIVINGSTON 2007 24 2675
LOGAN 3768 61 6815
LYON 1769 24 2132
MADISON 11525 260 18922
MAGOFFIN 2843 39 2836
MARION 3399 50 3905
MARSHALL 6383 89 9049
MARTIN 1504 39 2996
MASON 2644 54 4381
MCCRACKEN 11361 218 18218
MCCREARY 1530 42 4121
MCLEAN 1823 28 2584
MEADE 3724 75 7152
MENIFEE 1284 29 1215
MERCER 3224 59 6745
METCALFE 1472 40 2645
MONROE 1158 28 4657
MONTGOMERY 4506 77 5647
MORGAN 2532 58 2682
MUHLENBERG 6636 94 6749
NELSON 6524 159 10161
NICHOLAS 1332 27 1700
OHIO 3627 90 6311
OLDHAM 8080 251 18801
OWEN 1615 42 3084
OWSLEY 430 11 1558
PENDLETON 1940 40 4045
PERRY 5400 68 6187
PIKE 14002 157 12611
POWELL 2249 24 2687
PULASKI 5829 152 19535
ROBERTSON 413 7 670
ROCKCASTLE 1320 42 4804
ROWAN 4556 87 4063
RUSSELL 1772 40 6009
SCOTT 6325 125 10600
SHELBY 5277 127 10909
SIMPSON 2730 40 4273
SPENCER 1970 36 4816
TAYLOR 2979 69 7247
TODD 1491 21 3242
TRIGG 2046 42 4023
TRIMBLE 1428 30 2332
UNION 2398 45 3534
WARREN 14326 285 25100
WASHINGTON 1724 33 3479
WAYNE 2616 42 5027
WEBSTER 2304 36 3207
WHITLEY 3985 85 9559
WOLFE 1744 26 1385
WOODFORD 4480 85 6937
