COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ANDERSON 12896 276 18510
BEDFORD 5261 87 8348
BENTON 3869 60 3161
BLEDSOE 1927 24 2849
BLOUNT 15042 428 33240
BRADLEY 9426 255 25942
CAMPBELL 6163 96 7859
CANNON 2510 34 2923
CARROLL 5070 82 6603
CARTER 6390 149 15763
CHEATHAM 5918 103 9676
CHESTER 2182 29 4086
CLAIBORNE 4033 58 6447
CLAY 1673 32 1647
COCKE 3932 79 8290
COFFEE 8238 131 11785
CROCKETT 2455 21 3239
CUMBERLAND 8326 166 15142
DAVIDSON 132362 1695 107618
DECATUR 2268 45 2566
DEKALB 3445 43 3685
DICKSON 8592 134 10557
DYER 5287 75 8447
FAYETTE 5692 79 8960
FENTRESS 2371 36 4293
FRANKLIN 7797 147 9126
GIBSON 8509 114 10596
GILES 5273 101 6162
GRAINGER 2569 51 4905
GREENE 7625 173 16374
GRUNDY 2787 34 2102
HAMBLEN 7426 143 14733
HAMILTON 57268 1082 78513
HANCOCK 776 18 1756
HARDEMAN 5683 77 4702
HARDIN 3834 33 6087
HAWKINS 6683 102 13445
HAYWOOD 4359 49 3140
HENDERSON 3448 63 6585
HENRY 5728 105 6337
HICKMAN 4261 51 4359
HOUSTON 2126 29 1438
HUMPHREYS 4485 47 3261
JACKSON 2996 32 2024
JEFFERSON 5469 121 11617
JOHNSON 1810 34 4632
KNOX 65921 1601 110653
LAKE 1039 14 1317
LAUDERDALE 4473 44 4164
LAWRENCE 6592 107 9952
LEWIS 2191 43 2819
LINCOLN 4546 82 7827
LOUDON 5706 115 14041
MACON 2739 25 4670
MADISON 16837 156 21672
MARION 5548 82 5862
MARSHALL 4722 68 5825
MAURY 12372 159 17495
MCMINN 5889 132 11978
MCNAIRY 4101 36 5787
MEIGS 1595 37 2499
MONROE 5349 91 10113
MONTGOMERY 20061 299 28615
MOORE 1084 22 1667
MORGAN 2924 35 4401
OBION 5549 127 7859
OVERTON 4518 51 3941
PERRY 1579 49 1520
PICKETT 1033 12 1600
POLK 2724 52 3923
PUTNAM 10549 239 15619
RHEA 3663 86 7288
ROANE 8676 165 14423
ROBERTSON 9863 127 15329
RUTHERFORD 31639 562 52189
SCOTT 3085 33 4508
SEQUATCHIE 1986 46 2950
SEVIER 8613 204 22127
SHELBY 215810 2183 157591
SMITH 4038 45 3738
STEWART 2860 48 2675
SULLIVAN 19626 446 42526
SUMNER 21439 329 40141
TIPTON 7379 120 14178
TROUSDALE 1850 26 1314
UNICOI 2372 59 5026
UNION 2524 41 4145
"VAN BUREN" 1209 18 1119
WARREN 6803 89 7502
WASHINGTON 14937 327 29720
WAYNE 1951 34 3998
WEAKLEY 5584 91 7816
WHITE 4147 79 5268
WILLIAMSON 21719 449 57409
WILSON 15256 251 28896
