COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
BEAVERHEAD 1103 72 3067
"BIG HORN" 2215 68 2028
BLAINE 1300 44 1424
BROADWATER 533 42 1778
CARBON 1847 132 3342
CARTER 76 10 623
CASCADE 13701 730 19028
CHOUTEAU 946 62 1913
CUSTER 1630 121 3297
DANIELS 326 29 764
DAWSON 1494 106 2884
"DEER LODGE" 2700 118 1725
FALLON 289 24 1178
FERGUS 1582 120 4425
FLATHEAD 11587 1072 26019
GALLATIN 16405 1044 22392
GARFIELD 52 13 590
GLACIER 2641 93 1828
"GOLDEN VALLEY" 119 7 396
GRANITE 404 57 1144
HILL 2997 155 3505
JEFFERSON 1881 143 3844
"JUDITH BASIN" 322 20 944
LAKE 4960 371 7245
"LEWIS AND CLARK" 12717 631 16494
LIBERTY 281 18 734
LINCOLN 2320 238 5889
MADISON 983 82 2868
MCCONE 320 26 791
MEAGHER 247 28 698
MINERAL 542 53 1242
MISSOULA 26983 1480 23989
MUSSELSHELL 538 46 1663
PARK 3199 247 4771
PETROLEUM 55 9 228
PHILLIPS 456 37 1677
PONDERA 956 51 1853
"POWDER RIVER" 154 19 856
POWELL 761 76 1993
PRAIRIE 181 9 546
RAVALLI 6144 443 13279
RICHLAND 1120 78 3110
ROOSEVELT 2195 71 1762
ROSEBUD 1520 83 1982
SANDERS 1502 190 3461
SHERIDAN 846 33 1159
"SILVER BOW" 9307 396 6381
STILLWATER 1025 98 3090
"SWEET GRASS" 445 29 1509
TETON 1047 80 2232
TOOLE 690 38 1583
TREASURE 121 13 348
VALLEY 1431 111 2476
WHEATLAND 250 23 706
WIBAUX 144 9 407
YELLOWSTONE 24120 1263 40903
