COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 4280 66 7653
ALLEN 16483 206 32585
ASHLAND 8555 194 16171
ASHTABULA 24061 309 21039
ATHENS 18997 200 10847
AUGLAIZE 5904 115 17012
BELMONT 17574 157 15589
BROWN 7140 105 12647
BUTLER 56234 702 109866
CARROLL 6298 117 7695
CHAMPAIGN 6967 90 11718
CLARK 33534 331 34938
CLERMONT 25885 211 62946
CLINTON 5417 59 12938
COLUMBIANA 23426 283 25754
COSHOCTON 6878 87 9277
CRAWFORD 7773 143 13885
CUYAHOGA 448486 3674 221606
DARKE 7849 161 18307
DEFIANCE 6975 144 11393
DELAWARE 27048 265 53142
ERIE 21408 67 18601
FAIRFIELD 24774 384 42697
FAYETTE 4334 47 7375
FRANKLIN 285800 2772 237252
FULTON 8224 90 13639
GALLIA 5364 51 8577
GEAUGA 19840 221 30358
GREENE 30530 365 48377
GUERNSEY 7768 111 9961
HAMILTON 199499 1731 222404
HANCOCK 10343 162 25101
HARDIN 4889 60 8436
HARRISON 3780 55 4274
HENRY 5110 92 9901
HIGHLAND 6194 76 12212
HOCKING 6173 88 6935
HOLMES 2695 57 8466
HURON 10585 173 14834
JACKSON 5699 49 8585
JEFFERSON 19019 163 17184
KNOX 9828 157 17081
LAKE 59049 581 62193
LAWRENCE 12111 138 15457
LICKING 30051 351 49014
LOGAN 6825 102 14471
LORAIN 78965 569 61196
LUCAS 132536 547 87106
MADISON 6200 78 11120
MAHONING 83069 950 48712
MARION 11930 157 17171
MEDINA 36264 420 48183
MEIGS 4437 61 6273
MERCER 5117 122 15649
MIAMI 17611 164 34005
MONROE 4243 62 3424
MONTGOMERY 142977 1215 138361
MORGAN 2873 70 3757
MORROW 5775 79 10475
MUSKINGUM 16421 191 22251
NOBLE 2654 45 3841
OTTAWA 11114 68 12075
PAULDING 3610 64 6205
PERRY 7257 76 7855
PICKAWAY 8578 112 14160
PIKE 5989 67 6519
PORTAGE 40674 389 35583
PREBLE 7274 119 13733
PUTNAM 4392 87 14370
RICHLAND 24645 330 36892
ROSS 13977 463 17229
SANDUSKY 12653 104 16198
SCIOTO 16823 117 18257
SENECA 10958 148 15885
SHELBY 6534 116 16204
STARK 95338 907 92211
SUMMIT 156578 1173 118553
TRUMBULL 66673 495 40976
TUSCARAWAS 18854 225 23825
UNION 6665 96 15869
"VAN WERT" 4094 54 10678
VINTON 2651 28 3251
WARREN 26043 341 68035
WASHINGTON 12475 146 17480
WAYNE 19786 183 31879
WILLIAMS 6481 118 12040
WOOD 29401 353 33592
WYANDOT 3707 81 7256
