COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAMS 96558 17025 80082
ALAMOSA 3189 704 3046
ARAPAHOE 159885 26108 117053
ARCHULETA 2500 575 4264
BACA 283 117 1753
BENT 590 149 1188
BOULDER 132334 14412 41396
BROOMFIELD 19731 3591 14367
CHAFFEE 4888 971 5391
CHEYENNE 132 45 925
"CLEAR CREEK" 2729 562 2575
CONEJOS 1771 337 1914
COSTILLA 1125 135 588
CROWLEY 339 109 1079
CUSTER 797 208 2061
DELTA 4087 1048 11655
DENVER 244551 24611 62690
DOLORES 242 69 944
DOUGLAS 68657 16269 102573
EAGLE 14099 2134 8990
"EL PASO" 108010 31729 179228
ELBERT 3134 1139 11705
FREMONT 5297 1554 15122
GARFIELD 11271 2067 13132
GILPIN 1634 376 1566
GRAND 3358 736 4494
GUNNISON 5128 995 3289
HINSDALE 197 53 339
HUERFANO 1633 267 1883
JACKSON 171 61 629
JEFFERSON 160776 29929 138177
KIOWA 91 36 728
"KIT CARSON" 536 199 2967
"LA PLATA" 15525 3038 12587
LAKE 1616 313 1270
LARIMER 93113 19437 83430
"LAS ANIMAS" 2650 433 3710
LINCOLN 409 135 1892
LOGAN 1851 589 7282
MESA 21729 6145 49779
MINERAL 237 71 344
MOFFAT 874 346 5305
MONTEZUMA 3973 1032 7853
MONTROSE 5466 1338 14382
MORGAN 3151 664 8145
OTERO 2943 581 4928
OURAY 1697 262 1351
PARK 3421 861 6135
PHILLIPS 436 105 1791
PITKIN 7333 640 2550
PROWERS 1186 299 3531
PUEBLO 35875 6506 36265
"RIO BLANCO" 436 223 2791
"RIO GRANDE" 2001 448 3085
ROUTT 7600 1156 5230
SAGUACHE 1417 271 1147
"SAN JUAN" 265 26 215
"SAN MIGUEL" 2975 321 1033
SEDGWICK 267 82 1015
SUMMIT 9557 1517 5100
TELLER 3603 1096 9745
WASHINGTON 296 138 2299
WELD 46519 12258 76651
YUMA 726 215 3850
