COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 5447 119 4890
ASHLAND 5805 81 3313
BARRON 11696 211 12030
BAYFIELD 5845 100 3754
BROWN 54935 1186 67173
BUFFALO 3998 91 3502
BURNETT 4499 79 4743
CALUMET 10290 265 14721
CHIPPEWA 14751 323 15450
CLARK 6966 193 7966
COLUMBIA 14300 299 14956
CRAWFORD 4656 123 3680
DANE 181052 2828 90369
DODGE 16690 445 27201
DOOR 8367 214 8910
DOUGLAS 16537 202 8448
DUNN 12039 254 10879
"EAU CLAIRE" 30068 716 24653
FLORENCE 993 28 1703
"FOND DU LAC" 19216 529 33291
FOREST 2509 36 2608
GRANT 12864 192 12208
GREEN 9575 176 8497
"GREEN LAKE" 3605 101 6472
IOWA 7122 72 5348
IRON 1956 39 1884
JACKSON 5249 90 4387
JEFFERSON 17925 414 23776
JUNEAU 5734 172 6473
KENOSHA 40107 734 35587
KEWAUNEE 5175 128 5970
"LA CROSSE" 33170 677 28289
LAFAYETTE 4402 57 3929
LANGLADE 4751 88 6235
LINCOLN 7484 192 8024
MANITOWOC 20652 481 23027
MARATHON 30899 766 36394
MARINETTE 10190 214 11866
MARQUETTE 3785 88 4604
MENOMINEE 1412 10 288
MILWAUKEE 297653 4296 180287
MONROE 8973 206 10375
OCONTO 8534 217 11043
ONEIDA 10464 224 11351
OUTAGAMIE 40169 978 48903
OZAUKEE 17714 414 34904
PEPIN 2181 32 1853
PIERCE 11176 263 10437
POLK 11173 235 12095
PORTAGE 21861 554 16546
PRICE 4349 102 4312
RACINE 48229 884 52456
RICHLAND 4501 83 4836
ROCK 46598 730 33151
RUSK 3820 122 3985
SAUK 15708 294 14415
SAWYER 4411 91 4951
SHAWANO 8657 192 12150
SHEBOYGAN 27608 559 34458
"ST. CROIX" 18784 372 22679
TAYLOR 3829 132 5582
TREMPEALEAU 8075 109 5878
VERNON 7924 147 6774
VILAS 5713 134 8155
WALWORTH 19177 515 28754
WASHBURN 4705 100 4762
WASHINGTON 21234 592 50641
WAUKESHA 73626 1811 154926
WAUPACA 10792 241 15941
WAUSHARA 5257 101 6888
WINNEBAGO 40943 1111 46542
WOOD 18950 529 20592
