COUNTY DEM GRN LIB REP
COUNTY Biden_D Other_G Jorgensen_L Trump_R
KENT 44552 420 1044 41009
"NEW CASTLE" 195034 1282 2953 88364
SUSSEX 56682 437 1003 71230
