COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ALLEN 1869 125 3316
ANDERSON 944 95 2276
ATCHISON 2567 190 3917
BARBER 482 60 1772
BARTON 2297 170 7874
BOURBON 1996 156 4102
BROWN 1076 88 2829
BUTLER 7282 646 18157
CHASE 358 38 875
CHAUTAUQUA 280 46 1304
CHEROKEE 2930 185 5456
CHEYENNE 233 34 1159
CLARK 174 38 805
CLAY 834 64 2788
CLOUD 974 130 2954
COFFEY 898 105 2903
COMANCHE 143 18 767
COWLEY 4319 310 8081
CRAWFORD 6826 411 7708
DECATUR 266 48 1218
DICKINSON 2020 190 5832
DONIPHAN 902 87 2414
DOUGLAS 29267 1477 17401
EDWARDS 298 28 1059
ELK 281 39 1049
ELLIS 3057 258 8399
ELLSWORTH 702 80 1930
FINNEY 2682 183 6219
FORD 2600 160 5602
FRANKLIN 3694 312 6984
GEARY 3332 141 4372
GOVE 176 39 1168
GRAHAM 256 28 1056
GRANT 456 39 1811
GRAY 324 31 1603
GREELEY 113 14 543
GREENWOOD 478 55 1590
HAMILTON 163 21 693
HARPER 550 80 1759
HARVEY 5373 333 8588
HASKELL 215 22 1159
HODGEMAN 179 13 868
JACKSON 1901 133 3527
JEFFERSON 2977 209 4827
JEWELL 229 33 1235
JOHNSON 110526 5438 158401
KEARNY 268 21 1097
KINGMAN 733 101 2397
KIOWA 163 5 976
LABETTE 3117 178 4742
LANE 172 17 739
LEAVENWORTH 11357 669 17059
LINCOLN 289 29 1165
LINN 1170 120 3177
LOGAN 197 27 1126
LYON 5111 294 6470
MARION 1385 135 3889
MARSHALL 1469 109 3195
MCPHERSON 3449 303 8545
MEADE 258 23 1428
MIAMI 4712 286 9858
MITCHELL 584 54 2327
MONTGOMERY 3501 286 8630
MORRIS 718 71 1773
MORTON 189 17 1072
NEMAHA 1000 96 3930
NEOSHO 2050 158 4272
NESS 218 17 1209
NORTON 398 49 1878
OSAGE 2268 211 4427
OSBORNE 324 35 1479
OTTAWA 558 80 2295
PAWNEE 718 54 1836
PHILLIPS 382 48 2135
POTTAWATOMIE 2335 340 6804
PRATT 980 50 2771
RAWLINS 190 31 1223
RENO 8085 619 15718
REPUBLIC 477 75 2134
RICE 911 94 2676
RILEY 8977 617 11507
ROOKS 361 61 2038
RUSH 367 37 1166
RUSSELL 593 54 2553
SALINE 7040 616 13840
SCOTT 277 47 1728
SEDGWICK 71977 4412 106506
SEWARD 1490 69 3617
SHAWNEE 36975 1751 37782
SHERIDAN 168 20 1154
SHERMAN 577 70 1976
SMITH 358 41 1624
STAFFORD 404 50 1385
STANTON 143 11 605
STEVENS 252 33 1749
SUMNER 2658 223 6260
THOMAS 598 88 2788
TREGO 291 27 1261
WABAUNSEE 918 93 2256
WALLACE 68 11 719
WASHINGTON 524 49 2316
WICHITA 157 9 821
WILSON 818 74 2825
WOODSON 380 32 1035
WYANDOTTE 34302 940 15496
