COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAIR 1382 344 4787
ALFALFA 216 109 1933
ATOKA 795 139 4084
BEAVER 176 74 1993
BECKHAM 960 284 6308
BLAINE 711 198 2884
BRYAN 2804 536 10478
CADDO 2420 446 6482
CANADIAN 11674 3618 39986
CARTER 4002 780 13752
CHEROKEE 5456 1040 9994
CHOCTAW 1067 153 4206
CIMARRON 71 45 963
CLEVELAND 38829 8083 62538
COAL 411 90 1898
COMANCHE 11463 1918 19183
COTTON 424 124 2054
CRAIG 1252 250 4283
CREEK 5841 1414 21575
CUSTER 2104 611 7826
DELAWARE 3311 579 11826
DEWEY 222 61 1965
ELLIS 155 61 1611
GARFIELD 4397 1304 16009
GARVIN 1855 438 8253
GRADY 3882 1088 17316
GRANT 288 86 1827
GREER 323 91 1482
HARMON 225 37 715
HARPER 134 47 1318
HASKELL 882 155 3701
HUGHES 961 177 3388
JACKSON 1473 364 5969
JEFFERSON 365 75 1910
JOHNSTON 786 139 3093
KAY 3738 893 12172
KINGFISHER 786 189 5156
KIOWA 767 130 2596
LATIMER 797 159 3100
"LE FLORE" 3250 609 13362
LINCOLN 2430 741 10854
LOGAN 4248 1098 13633
LOVE 735 132 2922
MAJOR 310 149 2948
MARSHALL 1096 190 4206
MAYES 3423 739 11555
MCCLAIN 2894 795 13169
MCCURTAIN 1802 268 8656
MCINTOSH 2123 335 5505
MURRAY 1087 266 4175
MUSKOGEE 7977 1196 15043
NOBLE 901 262 3715
NOWATA 742 174 3321
OKFUSKEE 943 200 2800
OKLAHOMA 112813 19560 141569
OKMULGEE 4385 620 8944
OSAGE 5597 792 12577
OTTAWA 2584 475 7631
PAWNEE 1344 291 4729
PAYNE 8788 2321 16651
PITTSBURG 3711 807 12753
PONTOTOC 3637 763 10431
POTTAWATOMIE 6015 1589 17848
PUSHMATAHA 748 154 3581
"ROGER MILLS" 151 61 1547
ROGERS 7902 2047 30913
SEMINOLE 2071 353 5613
SEQUOYAH 3061 488 10888
STEPHENS 3086 636 14182
TEXAS 858 301 4621
TILLMAN 657 105 1944
TULSA 87847 14949 144258
WAGONER 6723 1572 23005
WASHINGTON 5048 1351 15825
WASHITA 588 189 3854
WOODS 522 199 2947
WOODWARD 873 375 6347
