COUNTY DEM GRN OTH REP
COUNTY Gore_D Nader_G Other_O Bush_R
FAIRFIELD 193769 12664 4197 159659
HARTFORD 221167 14214 4707 127468
LITCHFIELD 41806 5413 947 39172
MIDDLESEX 43319 4039 780 29295
"NEW HAVEN" 197928 15567 4685 122919
"NEW LONDON" 60449 6218 1312 41168
"STATEWIDE WRITEIN" 0 0 0 0
TOLLAND 33554 3711 730 24705
WINDHAM 24023 2626 606 16708
