COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ALACHUA 75820 5917 46834
BAKER 2112 228 10294
BAY 21797 3462 62194
BRADFORD 2924 261 8913
BREVARD 119679 13225 181848
BROWARD 553320 17680 260951
CALHOUN 1241 185 4655
CHARLOTTE 33445 2711 60218
CITRUS 22789 2455 54456
CLAY 27822 3698 74963
COLLIER 61085 4281 105423
COLUMBIA 7601 738 20368
DESOTO 3781 259 6778
DIXIE 1270 110 5822
DUVAL 205704 15319 211672
ESCAMBIA 57461 6200 88808
FLAGLER 22026 1627 33850
FRANKLIN 1744 146 4125
GADSDEN 15020 365 6728
GILCHRIST 1458 222 6740
GLADES 1271 86 2996
GULF 1720 244 5329
HAMILTON 1904 113 3443
HARDEE 2149 192 5242
HENDRY 4615 305 6195
HERNANDO 31795 3031 58970
HIGHLANDS 14937 1184 29565
HILLSBOROUGH 307896 22894 266870
HOLMES 853 178 7483
"INDIAN RIVER" 29043 2346 48620
JACKSON 6397 387 14257
JEFFERSON 3541 174 3930
LAFAYETTE 518 65 2809
LAKE 62838 5436 102188
LEE 124908 9961 191551
LEON 92068 6243 53821
LEVY 5101 519 13775
LIBERTY 651 102 2543
MADISON 3526 128 4851
MANATEE 71224 5790 101944
MARION 62041 4826 107833
MARTIN 30185 2403 53204
MIAMI-DADE 624146 22059 333999
MONROE 18971 1603 21904
"NASSAU" 10869 1472 34266
OKALOOSA 23780 5182 71893
OKEECHOBEE 3959 338 9356
ORANGE 329894 21165 195216
OSCEOLA 85458 4447 50301
"PALM BEACH" 374673 15257 272402
PASCO 90142 8896 142101
PINELLAS 233701 19501 239201
POLK 117433 9451 157430
PUTNAM 10094 885 22138
"SANTA ROSA" 18464 3942 65339
SARASOTA 97870 6755 124438
SEMINOLE 105914 9539 109443
"ST. JOHNS" 43099 4731 88684
"ST. LUCIE" 66881 3677 70289
SUMTER 22638 1297 52730
SUWANNEE 3964 443 14287
TAYLOR 2152 208 6930
UNION 1014 112 4568
VOLUSIA 109091 8771 143007
WAKULLA 4348 491 10512
WALTON 6876 1005 25756
WASHINGTON 2264 255 8637
