COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
AITKIN 4595 226 4589
ANOKA 86976 3891 91357
BECKER 7687 427 8851
BELTRAMI 12019 455 9762
BENTON 8454 547 10338
"BIG STONE" 1552 76 1362
"BLUE EARTH" 19325 963 14782
BROWN 5809 355 7456
CARLTON 11501 399 6549
CARVER 20654 873 28156
CASS 7276 371 8660
CHIPPEWA 3280 169 2907
CHISAGO 12783 733 15789
CLAY 16666 615 11978
CLEARWATER 1877 93 2291
COOK 2019 89 1240
COTTONWOOD 2759 120 3157
"CROW WING" 15859 739 18567
DAKOTA 116778 4330 104364
DODGE 4463 282 5468
DOUGLAS 9256 421 11241
FARIBAULT 3736 220 4196
FILLMORE 5921 320 4993
FREEBORN 9915 410 6955
GOODHUE 12420 600 12775
GRANT 1850 109 1646
HENNEPIN 420958 11768 231054
HOUSTON 5906 234 4743
HUBBARD 4872 208 6558
ISANTI 8248 481 11324
ITASCA 13460 626 10309
JACKSON 2618 147 2858
KANABEC 3743 277 4479
KANDIYOHI 10125 451 11319
KITTSON 1492 60 1016
KOOCHICHING 3649 191 2962
"LAC QUI PARLE" 2160 120 1912
LAKE 4174 159 2636
"LAKE OF THE WOODS" 971 64 1278
"LE SUEUR" 6994 379 7636
LINCOLN 1517 118 1491
LYON 6110 283 6315
MAHNOMEN 1436 64 843
MARSHALL 2311 143 2285
MARTIN 4413 288 6053
MCLEOD 7505 531 10993
MEEKER 5380 428 6737
"MILLE LACS" 6072 423 7049
MORRISON 6547 461 9735
MOWER 11605 507 7075
MURRAY 2345 148 2320
NICOLLET 9887 390 7968
NOBLES 4244 201 4368
NORMAN 2129 101 1204
OLMSTED 38711 1557 36202
"OTTER TAIL" 13856 754 18077
PENNINGTON 3394 180 3248
PINE 7084 437 6862
PIPESTONE 2023 126 2652
POLK 7850 336 7148
POPE 3317 150 3069
RAMSEY 182974 5470 88942
"RED LAKE" 1120 88 983
REDWOOD 3250 248 4308
RENVILLE 3904 275 3956
RICE 17381 695 13723
ROCK 2079 121 2775
ROSEAU 3097 165 4438
"SAINT LOUIS" 77351 2721 38742
SCOTT 29208 1200 36724
SHERBURNE 17957 893 26140
SIBLEY 2998 239 4492
STEARNS 35690 1872 41194
STEELE 9016 572 10068
STEVENS 2781 143 2710
SWIFT 2907 153 2184
TODD 5277 343 6637
TRAVERSE 1043 59 933
WABASHA 5646 312 5935
WADENA 2882 159 4128
WASECA 4401 276 5211
WASHINGTON 70277 2448 64334
WATONWAN 2562 170 2526
WILKIN 1550 78 1786
WINONA 16308 652 10975
WRIGHT 26343 1456 37779
"YELLOW MEDICINE" 2816 174 2579
