COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAIR 1323 273 6637
ALLEN 1349 281 6466
ANDERSON 2634 546 8242
BALLARD 816 124 3161
BARREN 4275 730 13483
BATH 1361 144 3082
BELL 1720 234 7764
BOONE 15026 3510 39082
BOURBON 2791 443 5569
BOYD 6021 842 13591
BOYLE 4281 625 8040
BRACKEN 705 111 2711
BREATHITT 1537 210 3991
BRECKINRIDGE 1960 330 6484
BULLITT 8255 1604 26210
BUTLER 947 201 4428
CALDWELL 1260 208 4507
CALLOWAY 4749 933 10367
CAMPBELL 14658 2802 25050
CARLISLE 432 75 2094
CARROLL 1106 161 2588
CARTER 2276 415 7587
CASEY 767 190 5482
CHRISTIAN 7188 787 14108
CLARK 4706 789 10710
CLAY 752 154 5861
CLINTON 547 106 3809
CRITTENDEN 617 130 3290
CUMBERLAND 459 105 2502
DAVIESS 14163 2737 28907
EDMONSON 979 130 4135
ELLIOTT 740 115 2000
ESTILL 1108 201 4236
FAYETTE 69778 9643 56894
FLEMING 1348 190 4722
FLOYD 4015 532 11993
FRANKLIN 10717 1329 11819
FULTON 774 59 1549
GALLATIN 749 146 2443
GARRARD 1453 266 5904
GRANT 1910 381 7268
GRAVES 3308 627 12671
GRAYSON 1959 398 8219
GREEN 832 129 4372
GREENUP 4146 585 11546
HANCOCK 1244 263 2788
HARDIN 13944 2241 26971
HARLAN 1372 256 9129
HARRISON 2031 315 5435
HART 1730 214 5320
HENDERSON 6707 844 12159
HENRY 1828 377 4944
HICKMAN 449 51 1657
HOPKINS 4310 758 15277
JACKSON 482 130 4889
JEFFERSON 190836 18495 143768
JESSAMINE 6144 1708 15474
JOHNSON 1250 279 8043
KENTON 24214 4826 42958
KNOTT 1245 161 4357
KNOX 1761 366 9885
LARUE 1278 290 4799
LAUREL 3440 801 20592
LAWRENCE 1045 181 4816
LEE 444 72 2151
LESLIE 400 77 4015
LETCHER 1542 299 7293
LEWIS 785 150 4363
LINCOLN 1865 358 7338
LIVINGSTON 887 188 3570
LOGAN 2755 366 7778
LYON 1045 128 2789
MADISON 11793 2147 23431
MAGOFFIN 1172 120 3824
MARION 2679 310 5122
MARSHALL 3672 704 12322
MARTIN 363 87 3503
MASON 1970 305 4944
MCCRACKEN 9134 1399 20774
MCCREARY 664 100 5012
MCLEAN 988 197 3381
MEADE 3026 545 8660
MENIFEE 700 69 2010
MERCER 2395 450 7740
METCALFE 976 153 3491
MONROE 601 112 4278
MONTGOMERY 3158 438 7856
MORGAN 1006 141 3628
MUHLENBERG 3272 395 9393
NELSON 6434 937 13431
NICHOLAS 787 97 1957
OHIO 2080 376 7942
OLDHAM 10268 2116 20469
OWEN 1062 194 3745
OWSLEY 256 29 1474
PENDLETON 1164 239 4604
PERRY 2136 278 8158
PIKE 4280 638 19747
POWELL 1272 172 3513
PULASKI 4208 931 22902
ROBERTSON 222 32 759
ROCKCASTLE 915 167 5609
ROWAN 3295 379 5174
RUSSELL 1093 218 6863
SCOTT 7715 1433 15052
SHELBY 6276 1108 13196
SIMPSON 2144 310 5077
SPENCER 1921 398 7196
TAYLOR 2553 433 8320
TODD 1042 125 3612
TRIGG 1587 233 4931
TRIMBLE 879 148 2771
UNION 1331 179 4701
WARREN 16966 2815 28673
WASHINGTON 1420 203 4013
WAYNE 1431 190 6371
WEBSTER 1240 168 4397
WHITLEY 2067 395 11312
WOLFE 753 78 1804
WOODFORD 4958 908 7697
