COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAMS 7757 205 5874
ALCORN 2684 280 11819
AMITE 2697 64 4289
ATTALA 3242 117 4897
BENTON 1719 43 2251
BOLIVAR 9046 188 4590
CALHOUN 1910 96 4390
CARROLL 1680 49 3799
CHICKASAW 3649 114 4127
CHOCTAW 1218 59 2788
CLAIBORNE 3708 24 540
CLARKE 2585 69 5137
CLAY 5722 131 4150
COAHOMA 6378 108 2426
COPIAH 6741 138 6103
COVINGTON 3276 100 5435
DESOTO 20591 2015 43089
FORREST 11716 887 15461
FRANKLIN 1502 67 2721
GEORGE 1027 168 8696
GREENE 974 60 4335
GRENADA 4424 119 5970
HANCOCK 3344 482 13811
HARRISON 21169 1790 40354
HINDS 67594 1812 25275
HOLMES 6689 78 1309
HUMPHREYS 3071 31 1151
ISSAQUENA 395 6 298
ITAWAMBA 1117 150 8470
JACKSON 14657 1281 33629
JASPER 4368 69 4038
JEFFERSON 3337 33 490
"JEFFERSON DAVIS" 3720 51 2466
JONES 7791 428 20133
KEMPER 2827 34 1778
LAFAYETTE 7969 802 10872
LAMAR 5190 651 18751
LAUDERDALE 11269 496 17741
LAWRENCE 2195 78 4091
LEAKE 3584 83 4782
LEE 10029 664 22220
LEFLORE 7787 141 3212
LINCOLN 4458 185 10550
LOWNDES 11819 485 13271
MADISON 20343 1194 28265
MARION 3677 180 7836
MARSHALL 8023 229 6587
MONROE 5524 193 10167
MONTGOMERY 2115 63 2818
NESHOBA 2715 159 7679
NEWTON 2756 134 6548
NOXUBEE 4347 27 1200
OKTIBBEHA 8859 689 8576
PANOLA 7431 184 7449
"PEARL RIVER" 3604 497 17782
PERRY 1220 77 4135
PIKE 8043 258 8009
PONTOTOC 2386 262 10336
PRENTISS 2067 157 7648
QUITMAN 2312 52 1001
RANKIN 14110 1480 47178
SCOTT 4268 132 6122
SHARKEY 1479 19 692
SIMPSON 3874 152 7393
SMITH 1617 82 5928
STONE 1573 166 5306
SUNFLOWER 6725 79 2794
TALLAHATCHIE 3337 71 2462
TATE 3926 206 7495
TIPPAH 1842 153 7240
TISHOMINGO 999 206 7166
TUNICA 2667 47 853
UNION 2012 249 9235
WALTHALL 2790 73 4056
WARREN 9284 365 9767
WASHINGTON 11380 201 5244
WAYNE 3524 85 5990
WEBSTER 1019 74 3976
WILKINSON 2857 43 1318
WINSTON 3850 121 4910
YALOBUSHA 2582 119 3376
YAZOO 5369 103 4598
