COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
BAKER 2616 165 6253
BENTON 26515 760 18460
CLACKAMAS 95129 2180 97691
CLATSOP 10461 345 8503
COLUMBIA 12563 486 11868
COOS 14393 678 18291
CROOK 3024 197 6830
CURRY 5220 247 7332
DESCHUTES 31179 1112 41757
DOUGLAS 18089 939 35956
GILLIAM 370 13 755
GRANT 780 77 3204
HARNEY 839 48 2815
"HOOD RIVER" 5587 148 4124
JACKSON 44366 1304 56519
JEFFERSON 3243 110 4762
JOSEPHINE 15214 820 26241
KLAMATH 8264 518 22733
LAKE 802 64 3039
LANE 107769 3096 75007
LINCOLN 13753 412 10160
LINN 19940 841 31260
MALHEUR 2577 146 8123
MARION 57671 2048 69900
MORROW 1361 56 2732
MULTNOMAH 259585 4670 98439
POLK 15484 497 19508
SHERMAN 390 20 694
TILLAMOOK 6750 198 7003
UMATILLA 8884 370 17068
UNION 4428 212 8879
WALLOWA 1269 120 3132
WASCO 5691 192 6119
WASHINGTON 121140 2945 107223
WHEELER 245 23 612
YAMHILL 17572 731 23839
