COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ABBEVILLE 4543 147 5981
AIKEN 25322 999 44042
ALLENDALE 3297 28 838
ANDERSON 22405 1098 48709
BAMBERG 4624 64 2194
BARNWELL 5188 76 4659
BEAUFORT 29848 762 42687
BERKELEY 28542 1178 38475
CALHOUN 4045 82 3707
CHARLESTON 81487 2591 77629
CHEROKEE 7231 228 13314
CHESTER 7891 149 6367
CHESTERFIELD 7958 146 8490
CLARENDON 9091 130 7071
COLLETON 8475 168 8443
DARLINGTON 15457 259 14434
DILLON 7523 85 5427
DORCHESTER 23445 879 32531
EDGEFIELD 4967 107 6512
FAIRFIELD 7777 119 3999
FLORENCE 28614 547 28961
GEORGETOWN 14163 276 16526
GREENVILLE 68070 3434 121685
GREENWOOD 11972 352 16348
HAMPTON 5834 60 3312
HORRY 38885 1381 72127
JASPER 5757 95 4169
KERSHAW 11259 363 16324
LANCASTER 13419 392 19333
LAURENS 10318 352 14746
LEE 5977 98 2832
LEXINGTON 34148 1813 76662
MARION 9688 134 5164
MARLBORO 6100 77 3676
MCCORMICK 2653 40 2467
NEWBERRY 6913 178 9260
OCONEE 8550 505 21611
ORANGEBURG 30720 299 12022
PICKENS 11156 919 33474
RICHLAND 103989 2060 53105
SALUDA 3328 101 5135
SPARTANBURG 41461 1476 66969
SUMTER 27589 446 19274
UNION 5796 161 6584
WILLIAMSBURG 11335 145 4824
YORK 39131 1533 59546
