COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ALCONA 2472 61 3571
ALGER 2212 76 2330
ALLEGAN 20806 690 31123
ALPENA 6549 167 7298
ANTRIM 5107 171 7917
ARENAC 3669 115 4057
BARAGA 1574 50 1866
BARRY 11491 366 16655
BAY 27877 593 24911
BENZIE 4685 141 5075
BERRIEN 33465 823 38209
BRANCH 6913 199 10035
CALHOUN 29267 727 28333
CASS 9591 240 12659
CHARLEVOIX 5939 151 8000
CHEBOYGAN 5831 194 7286
CHIPPEWA 7100 186 8278
CLARE 6338 178 6988
CLINTON 18191 394 20650
CRAWFORD 2994 76 3744
DELTA 8330 186 9534
DICKINSON 4952 170 7688
EATON 27913 678 26197
EMMET 7225 231 10253
GENESEE 128978 2147 71808
GLADWIN 5760 162 6661
GOGEBIC 4058 74 3444
"GRAND TRAVERSE" 20875 590 26534
GRATIOT 7610 184 8241
HILLSDALE 7106 267 11727
HOUGHTON 6801 285 8196
HURON 6518 160 8806
INGHAM 80847 1757 45306
IONIA 11018 428 14315
IOSCO 6242 193 6909
IRON 2687 77 3224
ISABELLA 13038 281 10800
JACKSON 32301 847 36298
KALAMAZOO 69051 1465 52662
KALKASKA 3272 126 4901
KENT 133408 3652 155925
KEWEENAW 582 36 774
LAKE 2752 48 2487
LAPEER 18796 585 23734
LEELANAU 6576 117 7483
LENAWEE 21776 597 22351
LIVINGSTON 37216 1038 60083
LUCE 991 25 1580
MACKINAC 2652 50 3397
MACOMB 208016 4157 191913
MANISTEE 6473 192 5737
MARQUETTE 18115 473 13606
MASON 6856 168 7580
MECOSTA 7515 222 9176
MENOMINEE 5242 117 5564
MIDLAND 17450 385 23919
MISSAUKEE 2274 88 4665
MONROE 36310 950 35593
MONTCALM 11430 380 13621
MONTMORENCY 2049 74 2928
MUSKEGON 44436 843 30884
NEWAYGO 8728 293 12457
OAKLAND 349002 6091 296514
OCEANA 5063 148 6239
OGEMAW 4791 133 5437
ONTONAGON 1586 47 1906
OSCEOLA 3981 156 6141
OSCODA 1657 77 2308
OTSEGO 4681 140 7011
OTTAWA 42737 1409 88166
"PRESQUE ISLE" 3192 94 3794
ROSCOMMON 6198 133 6701
SAGINAW 54381 961 42720
SANILAC 7212 194 10963
SCHOOLCRAFT 1865 41 2142
SHIAWASSEE 17197 520 15962
"ST. CLAIR" 33983 927 39271
"ST. JOSEPH" 10112 251 12978
TUSCOLA 11425 338 14240
"VAN BUREN" 16290 406 16141
WASHTENAW 120890 2290 56412
WAYNE 595846 6165 213814
WEXFORD 6184 219 8450
