COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAMS 9648 543 20416
ALEXANDER 1965 49 1487
BOND 3020 221 4095
BOONE 9883 386 11096
BROWN 787 64 1513
BUREAU 8134 333 8164
CALHOUN 1080 56 1440
CARROLL 3665 166 3555
CASS 2053 102 2707
CHAMPAIGN 40831 2216 35312
CHRISTIAN 5494 322 8885
CLARK 2591 125 5144
CLAY 1584 134 4190
CLINTON 5596 330 10524
COLES 9262 465 11631
COOK 1488537 27518 495542
CRAWFORD 2858 166 5585
CUMBERLAND 1641 145 3509
"DE WITT" 2601 165 4579
DEKALB 21207 951 18934
DOUGLAS 2430 133 5334
DUPAGE 199460 6573 195046
EDGAR 2565 122 5132
EDWARDS 754 69 2405
EFFINGHAM 3861 251 12501
FAYETTE 2853 167 5951
FORD 1656 121 4229
FRANKLIN 7254 393 10267
FULTON 8328 396 6632
GALLATIN 1029 52 1492
GREENE 2023 148 3451
GRUNDY 9451 450 11343
HAMILTON 1269 106 2566
HANCOCK 3650 190 5271
HARDIN 742 53 1535
HENDERSON 1978 49 1541
HENRY 12332 407 11583
IROQUOIS 3413 251 9120
JACKSON 13319 829 9864
JASPER 1436 93 3514
JEFFERSON 6089 420 9811
JERSEY 3667 253 6039
"JO DAVIESS" 5667 228 5534
JOHNSON 1572 137 3963
KANE 90332 2975 88335
KANKAKEE 21595 778 23136
KENDALL 22471 777 24047
KNOX 13451 419 9408
LAKE 153757 3972 129764
LASALLE 23073 930 23256
LAWRENCE 2011 121 3857
LEE 6937 305 8059
LIVINGSTON 5020 266 9753
LOGAN 3978 231 7844
MACON 22780 810 25309
MACOUPIN 9464 600 10946
MADISON 58922 2943 60608
MARION 6225 291 9248
MARSHALL 2455 105 3290
MASON 2867 140 3265
MASSAC 2092 125 4278
MCDONOUGH 5967 340 6147
MCHENRY 59797 2449 71598
MCLEAN 31883 1552 39947
MENARD 2100 103 3948
MERCER 4507 151 3876
MONROE 6215 329 10888
MONTGOMERY 5058 299 6776
MORGAN 5806 318 7972
MOULTRIE 2144 129 3784
OGLE 9514 431 13422
PEORIA 40209 1428 36774
PERRY 3819 223 5507
PIATT 3090 204 5413
PIKE 2278 148 4860
POPE 650 60 1512
PULASKI 1389 50 1564
PUTNAM 1559 74 1502
RANDOLPH 5759 343 8290
RICHLAND 2362 164 4756
"ROCK ISLAND" 39157 925 24934
SALINE 3701 213 6806
SANGAMON 42107 1965 50225
SCHUYLER 1727 94 2069
SCOTT 910 58 1587
SHELBY 3342 210 6843
"ST. CLAIR" 67285 2056 50125
STARK 1095 39 1528
STEPHENSON 10165 378 10512
TAZEWELL 24438 1275 35335
UNION 3137 188 4957
VERMILION 12878 544 16892
WABASH 1590 66 3478
WARREN 4044 131 3618
WASHINGTON 2450 163 4792
WAYNE 1514 178 5988
WHITE 2188 145 4731
WHITESIDE 14833 487 10334
WILL 144229 4189 128969
WILLIAMSON 10647 587 17909
WINNEBAGO 61732 2114 55138
WOODFORD 5572 341 12961
