COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
APPLING 1758 95 5233
ATKINSON 930 34 1938
BACON 791 47 3093
BAKER 794 10 785
BALDWIN 8483 166 7589
BANKS 780 61 5354
BARROW 6028 446 18725
BARTOW 8396 530 26876
"BEN HILL" 2512 48 3396
BERRIEN 1273 85 4843
BIBB 38585 510 25623
BLECKLEY 1269 51 3587
BRANTLEY 939 99 4964
BROOKS 3138 50 3554
BRYAN 3707 186 9560
BULLOCH 9593 318 14174
BURKE 5405 73 4301
BUTTS 2968 107 6306
CALHOUN 1298 7 883
CAMDEN 6377 263 11343
CANDLER 1157 27 2344
CARROLL 12688 581 28280
CATOOSA 5365 455 17858
CHARLTON 1197 40 2527
CHATHAM 60246 1178 47204
CHATTAHOOCHEE 729 26 735
CHATTOOGA 2232 138 5452
CHEROKEE 19841 1865 76514
CLARKE 25431 1122 13815
CLAY 862 3 537
CLAYTON 81479 424 14164
CLINCH 852 22 1598
COBB 133124 5270 171722
COFFEE 5057 149 9248
COLQUITT 3973 112 9243
COLUMBIA 16451 707 41765
COOK 2042 54 3935
COWETA 15168 734 39653
CRAWFORD 1706 59 3368
CRISP 3167 47 4182
DADE 1411 138 4471
DAWSON 1241 156 8847
DECATUR 4591 70 5824
DEKALB 238224 3649 64392
DODGE 2442 77 5214
DOOLY 2285 28 1985
DOUGHERTY 26295 175 11449
DOUGLAS 28441 585 26241
EARLY 2765 31 2557
ECHOLS 173 12 917
EFFINGHAM 4947 273 15596
ELBERT 3181 103 4859
EMANUEL 2927 56 5100
EVANS 1268 27 2268
FANNIN 2028 132 7857
FAYETTE 19736 757 38075
FLOYD 9640 456 22733
FORSYTH 14571 1252 65908
FRANKLIN 1499 149 6114
FULTON 255470 4819 137124
GILMER 1958 134 8926
GLASCOCK 176 22 1135
GLYNN 11950 290 20893
GORDON 3440 260 13197
GRADY 3419 53 5924
GREENE 3201 51 5071
GWINNETT 132509 4364 159855
HABERSHAM 2301 174 12166
HALL 12999 884 47481
HANCOCK 3308 11 769
HARALSON 1789 141 8446
HARRIS 4145 146 11197
HART 2870 124 6517
HEARD 948 64 3160
HENRY 43761 843 46774
HOUSTON 22702 692 34662
IRWIN 1141 30 2538
JACKSON 4238 331 19135
JASPER 1845 50 4136
"JEFF DAVIS" 1275 65 3996
JEFFERSON 4261 38 2999
JENKINS 1488 15 1887
JOHNSON 1305 27 2440
JONES 4274 87 7744
LAMAR 2602 91 4899
LANIER 1114 38 1820
LAURENS 7513 141 11950
LEE 3196 118 10314
LIBERTY 10457 148 5565
LINCOLN 1586 33 2807
LONG 1442 54 2306
LOWNDES 17470 340 21327
LUMPKIN 2055 203 8647
MACON 3211 25 1545
MADISON 2494 167 8443
MARION 1412 25 1733
MCDUFFIE 4044 73 5475
MCINTOSH 2864 68 3409
MERIWETHER 4331 77 4856
MILLER 852 18 1905
MITCHELL 4081 39 4155
MONROE 3785 131 8361
MONTGOMERY 1135 35 2662
MORGAN 2753 88 6186
MURRAY 2542 232 8443
MUSCOGEE 42573 520 27510
NEWTON 21851 401 20982
OCONEE 4421 298 13098
OGLETHORPE 1914 108 4251
PAULDING 15825 728 40846
PEACH 6148 81 5287
PICKENS 1975 158 10547
PIERCE 1124 55 5667
PIKE 1356 85 6668
POLK 3615 182 9811
PULASKI 1219 19 2444
PUTNAM 2926 81 6215
QUITMAN 612 6 510
RABUN 1559 150 5754
RANDOLPH 1770 17 1271
RICHMOND 52560 615 25845
ROCKDALE 22023 346 15716
SCHLEY 448 14 1286
SCREVEN 2774 39 3287
SEMINOLE 1478 46 2245
SPALDING 9898 279 14911
STEPHENS 2131 146 7221
STEWART 1323 8 745
SUMTER 6375 78 5378
TALBOT 2265 24 1202
TALIAFERRO 636 4 323
TATTNALL 1897 64 4706
TAYLOR 1572 18 1948
TELFAIR 1805 51 2480
TERRELL 2544 20 1834
THOMAS 7653 144 11156
TIFT 4660 82 9185
TOOMBS 2746 74 6524
TOWNS 1273 62 4876
TREUTLEN 1074 24 1652
TROUP 10547 260 15179
TURNER 1510 21 2028
TWIGGS 2270 25 1907
UNION 2139 167 8773
UPSON 3959 74 7230
WALKER 5274 375 16247
WALTON 8148 428 29036
WARE 3900 98 7941
WARREN 1529 7 990
WASHINGTON 4714 59 4035
WAYNE 2596 116 7557
WEBSTER 582 4 601
WHEELER 772 22 1366
WHITE 1671 166 8651
WHITFIELD 7210 361 19305
WILCOX 1060 16 2053
WILKES 2087 39 2635
WILKINSON 2181 23 2246
WORTH 2487 63 5869
