COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
BEAVER 493 28 2023
"BOX ELDER" 2244 373 15751
CACHE 6375 870 32486
CARBON 3415 143 4950
DAGGETT 108 11 380
DAVIS 20893 2188 86187
DUCHESNE 738 76 4742
EMERY 831 66 3781
GARFIELD 264 50 1848
GRAND 1858 177 2130
IRON 2267 364 12815
JUAB 605 131 2681
KANE 576 61 2414
MILLARD 626 167 4084
MORGAN 472 68 3301
PIUTE 123 4 646
RICH 109 6 922
"SALT LAKE" 135949 10461 215728
"SAN JUAN" 1906 73 2971
SANPETE 1189 314 7004
SEVIER 920 124 6597
SUMMIT 6977 399 7936
TOOELE 4130 353 12181
UINTAH 1266 173 8518
UTAH 17357 3547 128269
WASATCH 1854 155 5503
WASHINGTON 7513 872 35633
WAYNE 279 19 1062
WEBER 19862 1630 51199
