COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
BERNALILLO 150739 13822 106408
CATRON 560 69 1494
CHAVES 6604 600 13088
CIBOLA 4961 284 2998
COLFAX 2828 237 2699
CURRY 4022 352 9251
"DE BACA" 287 29 586
"DONA ANA" 37139 1962 27322
EDDY 6142 544 12583
GRANT 7090 454 5358
GUADALUPE 1488 90 557
HARDING 260 14 327
HIDALGO 995 41 899
LEA 4080 387 12548
LINCOLN 2942 339 5961
"LOS ALAMOS" 5191 667 4796
LUNA 3583 247 3670
MCKINLEY 15841 542 5546
MORA 1955 61 595
OTERO 6829 732 12451
QUAY 1383 122 2202
"RIO ARRIBA" 11465 481 3397
ROOSEVELT 1727 199 4043
"SAN JUAN" 15855 1533 28849
"SAN MIGUEL" 8850 356 2303
SANDOVAL 27236 2456 24387
"SANTA FE" 50872 2873 15500
SIERRA 1964 210 2928
SOCORRO 4058 413 2722
TAOS 11978 631 2730
TORRANCE 2428 445 3529
UNION 472 51 1236
VALENCIA 13511 1392 12825
