COUNTY DEM OTH REP
COUNTY Biden_D Other_O Trump_R
ANDERSON 11741 645 23184
BEDFORD 4453 281 14354
BENTON 1529 63 5668
BLEDSOE 971 62 4725
BLOUNT 17932 1308 47369
BRADLEY 9851 810 35204
CAMPBELL 2441 161 12331
CANNON 1261 106 5190
CARROLL 2559 141 9205
CARTER 4529 379 19584
CHEATHAM 5514 308 14438
CHESTER 1412 220 5952
CLAIBORNE 2202 139 10604
CLAY 735 38 2733
COCKE 2533 164 12162
COFFEE 5705 694 17883
CROCKETT 1382 59 4673
CUMBERLAND 6728 383 25168
DAVIDSON 199703 9737 100218
DECATUR 904 108 4229
DEKALB 1750 91 6672
DICKSON 6106 574 17643
DYER 3158 153 11768
FAYETTE 7027 267 15690
FENTRESS 1214 74 7441
FRANKLIN 4864 281 13987
GIBSON 5771 305 16259
GILES 3298 121 9784
GRAINGER 1467 102 8565
GREENE 5199 629 22259
GRUNDY 988 65 4802
HAMBLEN 5500 320 18811
HAMILTON 75522 3483 92108
HANCOCK 362 10 2372
HARDEMAN 4180 123 5760
HARDIN 1775 204 9559
HAWKINS 4083 336 20405
HAYWOOD 4012 84 3343
HENDERSON 2092 131 9797
HENRY 3548 260 11239
HICKMAN 2130 125 7577
HOUSTON 871 97 2718
HUMPHREYS 2017 99 6120
JACKSON 1135 70 4118
JEFFERSON 4654 311 18651
JOHNSON 1246 87 6468
KNOX 91422 4594 124540
LAKE 526 16 1492
LAUDERDALE 3193 98 5674
LAWRENCE 3195 189 15334
LEWIS 1072 63 4474
LINCOLN 2919 408 12281
LOUDON 6948 686 21713
MACON 1307 84 8096
MADISON 18390 617 23943
MARION 3177 168 9911
MARSHALL 3605 230 11043
MAURY 14418 775 31464
MCMINN 4361 285 18198
MCNAIRY 1943 239 9093
MEIGS 1008 57 4467
MONROE 3764 250 16783
MONTGOMERY 32472 2099 42187
MOORE 573 78 2888
MORGAN 1167 131 6930
OBION 2589 142 10790
OVERTON 2033 86 7918
PERRY 615 38 2775
PICKETT 525 25 2381
POLK 1492 76 6792
PUTNAM 9185 649 23759
RHEA 2369 218 11050
ROANE 6043 644 19230
ROBERTSON 8692 489 24536
RUTHERFORD 59341 3057 81480
SCOTT 986 62 8004
SEQUATCHIE 1298 99 5855
SEVIER 8721 1031 33783
SHELBY 246105 6135 129815
SMITH 1802 113 7136
STEWART 1232 114 4950
SULLIVAN 17272 1225 55860
SUMNER 27680 1496 63454
TIPTON 6837 401 20070
TROUSDALE 1012 50 2936
UNICOI 1615 93 6599
UNION 1249 71 6803
"VAN BUREN" 544 35 2342
WARREN 3924 235 11850
WASHINGTON 18638 1121 40444
WAYNE 820 54 5795
WEAKLEY 3020 319 10396
WHITE 2143 146 9606
WILLIAMSON 50161 2386 86469
WILSON 22254 1780 50296
