COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 1315 61 3751
ASOTIN 3319 147 5320
BENTON 21549 987 44350
CHELAN 10471 443 18482
CLALLAM 17049 846 18871
CLARK 79538 2255 88646
COLUMBIA 605 32 1470
COWLITZ 21589 667 20217
DOUGLAS 4306 166 8900
FERRY 1201 121 2019
FRANKLIN 5188 214 10757
GARFIELD 365 20 935
GRANT 7779 417 17799
"GRAYS HARBOR" 14583 499 12871
ISLAND 18216 589 19754
JEFFERSON 11610 356 6650
KING 580378 12113 301043
KITSAP 60796 2049 55608
KITTITAS 6731 301 9052
KLICKITAT 4036 185 5016
LEWIS 10726 660 21042
LINCOLN 1706 90 4015
MASON 12894 513 11987
OKANOGAN 6309 397 9636
PACIFIC 5570 227 4634
"PEND OREILLE" 2310 195 3693
PIERCE 158231 4317 150783
"SAN JUAN" 6589 209 3290
SKAGIT 25131 960 26139
SKAMANIA 2374 90 2695
SNOHOMISH 156468 4212 134317
SPOKANE 87490 3491 111606
STEVENS 6822 503 13015
THURSTON 62650 2147 47992
WAHKIAKUM 1021 43 1171
"WALLA WALLA" 8257 345 14323
WHATCOM 48268 1830 40296
WHITMAN 8287 328 9397
YAKIMA 28474 964 43352
