COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ALAMANCE 29833 2509 38815
ALEXANDER 3767 611 13893
ALLEGHANY 1306 195 3814
ANSON 5859 180 4506
ASHE 3500 512 9412
AVERY 1689 262 6298
BEAUFORT 8764 631 14543
BERTIE 5778 113 3456
BLADEN 7058 289 8550
BRUNSWICK 23282 2349 42720
BUNCOMBE 75452 7779 55716
BURKE 11251 1431 26238
CABARRUS 35521 3949 53819
CALDWELL 8425 1274 26621
CAMDEN 1274 186 3546
CARTERET 9939 1273 26569
CASWELL 4792 252 6026
CATAWBA 21216 2811 48324
CHATHAM 21065 1679 17105
CHEROKEE 2860 477 10844
CHOWAN 2992 222 4014
CLAY 1367 206 4437
CLEVELAND 14964 1230 28479
COLUMBUS 9063 397 14272
CRAVEN 17630 1640 27731
CUMBERLAND 71605 4636 51265
CURRITUCK 2913 593 9163
DARE 7222 927 11460
DAVIDSON 18109 2430 54317
DAVIE 5270 884 15602
DUPLIN 8283 356 12217
DURHAM 121250 6534 28350
EDGECOMBE 16224 401 8261
FORSYTH 94464 7873 75975
FRANKLIN 12874 1126 16368
GASTON 31177 3456 61798
GATES 2385 133 2874
GRAHAM 768 117 3283
GRANVILLE 12909 853 13591
GREENE 3605 116 4374
GUILFORD 149248 10095 98062
HALIFAX 15748 388 9031
HARNETT 16737 1714 27614
HAYWOOD 10473 1325 18929
HENDERSON 19827 2540 35809
HERTFORD 6910 177 3099
HOKE 9726 744 7760
HYDE 965 51 1288
IREDELL 24734 3079 54754
JACKSON 7713 1130 9870
JOHNSTON 28362 3175 54372
JONES 2065 96 2974
LEE 10469 903 13712
LENOIR 12634 560 13613
LINCOLN 9897 1320 28806
MACON 4876 731 12127
MADISON 3926 560 6783
MARTIN 5846 221 5897
MCDOWELL 4667 640 14568
MECKLENBURG 294562 22777 155518
MITCHELL 1596 218 6282
MONTGOMERY 4150 260 7130
MOORE 16329 1873 30490
"NASH" 23235 1111 23319
"NEW HANOVER" 50979 5582 55344
NORTHAMPTON 6144 122 3582
ONSLOW 17514 2499 37122
ORANGE 59923 3860 18557
PAMLICO 2448 164 4258
PASQUOTANK 8615 596 8180
PENDER 9354 892 17639
PERQUIMANS 2319 212 4177
PERSON 7833 597 11185
PITT 41824 3012 35691
POLK 3735 431 6768
RANDOLPH 13194 1951 49430
RICHMOND 8501 444 10383
ROBESON 19016 1080 20762
ROCKINGHAM 14228 1220 26830
ROWAN 19400 2159 42810
RUTHERFORD 7512 924 21871
SAMPSON 10547 543 14838
SCOTLAND 7319 353 6256
STANLY 7094 859 21964
STOKES 4665 769 17116
SURRY 7488 1037 23671
SWAIN 2196 363 3565
TRANSYLVANIA 6558 791 10520
TYRRELL 720 44 975
UNION 34337 4666 66707
VANCE 12229 416 7332
WAKE 302736 28806 196082
WARREN 6413 215 3214
WASHINGTON 3510 91 2564
WATAUGA 14138 2150 13697
WAYNE 21770 1379 27540
WILKES 6638 906 23752
WILSON 19663 941 17531
YADKIN 3160 584 13880
YANCEY 3196 379 6385
