COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ADAMS 1552 84 3222
ASOTIN 4139 190 5451
BENTON 26288 1278 45345
CHELAN 13781 572 17605
CLALLAM 19470 850 18199
CLARK 95356 3196 84212
COLUMBIA 686 43 1499
COWLITZ 24597 1078 19554
DOUGLAS 5848 263 9098
FERRY 1467 118 1916
FRANKLIN 7361 298 12037
GARFIELD 385 20 968
GRANT 9601 684 17153
"GRAYS HARBOR" 16354 726 12104
ISLAND 22058 675 19426
JEFFERSON 13252 409 6330
KING 648230 14086 259716
KITSAP 68624 2416 53297
KITTITAS 8030 367 9471
KLICKITAT 4965 255 4944
LEWIS 13624 803 20278
LINCOLN 2032 142 3803
MASON 15050 656 12600
OKANOGAN 7613 459 8798
PACIFIC 6094 288 4555
"PEND OREILLE" 2562 273 3717
PIERCE 181824 6023 141673
"SAN JUAN" 7374 199 2958
SKAGIT 30053 1146 24687
SKAMANIA 2817 149 2524
SNOHOMISH 187294 6317 126722
SPOKANE 105786 5411 108314
STEVENS 8499 710 13132
THURSTON 75882 2461 48366
WAHKIAKUM 1121 68 1105
"WALLA WALLA" 10081 464 14182
WHATCOM 58236 1898 40205
WHITMAN 9070 415 8104
YAKIMA 33792 1324 41946
