COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
BARBOUR 1222 305 4527
BERKELEY 12321 2285 28244
BOONE 1790 389 6504
BRAXTON 1321 232 3537
BROOKE 2568 420 6625
CABELL 11447 1788 19850
CALHOUN 456 126 2035
CLAY 568 104 2300
DODDRIDGE 362 120 2358
FAYETTE 4290 690 10357
GILMER 545 102 1896
GRANT 512 98 4346
GREENBRIER 3765 745 9556
HAMPSHIRE 1580 336 6692
HANCOCK 3262 531 8909
HARDY 1155 214 4274
HARRISON 7694 1516 18750
JACKSON 2663 504 9020
JEFFERSON 9518 1425 13204
KANAWHA 28263 3577 43850
LEWIS 1347 307 5274
LINCOLN 1459 300 5307
LOGAN 2092 370 9897
MARION 6964 1397 14668
MARSHALL 2918 632 9666
MASON 2081 451 7654
MCDOWELL 1438 136 4629
MERCER 4704 874 17404
MINERAL 2050 444 9070
MINGO 1370 229 7911
MONONGALIA 14699 2917 18432
MONROE 1111 251 4443
MORGAN 1573 349 5732
NICHOLAS 1840 400 7251
OHIO 5493 1306 11139
PENDLETON 729 98 2398
PLEASANTS 621 171 2358
POCAHONTAS 928 222 2496
PRESTON 2470 651 9538
PUTNAM 5884 1221 17788
RALEIGH 6443 1127 22048
RANDOLPH 2735 512 7629
RITCHIE 496 174 3405
ROANE 1222 244 3781
SUMMERS 1190 217 3455
TAYLOR 1491 314 4733
TUCKER 751 159 2565
TYLER 507 151 2996
UPSHUR 1766 447 7005
WAYNE 3357 673 11152
WEBSTER 556 120 2302
WETZEL 1359 387 4519
WIRT 386 125 1911
WOOD 8400 1781 25434
WYOMING 1062 222 6547
