COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAIR 1790 92 2114
ADAMS 1028 49 1108
ALLAMAKEE 3553 117 3264
APPANOOSE 2951 133 3161
AUDUBON 1611 44 1802
BENTON 6862 221 6940
"BLACK HAWK" 39821 1085 26235
BOONE 7512 320 6556
BREMER 6763 178 6405
BUCHANAN 5911 174 4450
"BUENA VISTA" 3700 129 4554
BUTLER 3329 110 4106
CALHOUN 2238 101 2891
CARROLL 4947 126 5601
CASS 2858 130 4217
CEDAR 4972 148 4529
"CERRO GORDO" 13316 380 10128
CHEROKEE 2634 119 3662
CHICKASAW 3554 94 2836
CLARKE 2189 117 2124
CLAY 3385 166 4951
CLAYTON 4806 168 4164
CLINTON 15141 427 9432
CRAWFORD 3066 91 3595
DALLAS 16576 552 20988
DAVIS 1520 115 2138
DECATUR 1791 95 1947
DELAWARE 4616 126 4636
"DES MOINES" 11888 361 8136
DICKINSON 4095 152 5912
DUBUQUE 28768 846 21280
EMMET 2099 81 2507
FAYETTE 5732 142 4492
FLOYD 4680 105 3472
FRANKLIN 2266 97 2823
FREMONT 1637 59 1972
GREENE 2375 91 2380
GRUNDY 2635 112 4215
GUTHRIE 2569 148 3171
HAMILTON 3782 154 3991
HANCOCK 2521 87 3317
HARDIN 4075 153 4670
HARRISON 3136 121 4065
HENRY 4460 202 5035
HOWARD 2768 82 1795
HUMBOLDT 1972 87 3099
IDA 1321 56 2286
IOWA 4144 153 4569
JACKSON 5907 158 4177
JASPER 10257 381 8877
JEFFERSON 4798 296 3436
JOHNSON 50666 1613 23698
JONES 5534 194 4721
KEOKUK 2303 120 2843
KOSSUTH 3850 136 4937
LEE 10714 412 7785
LINN 68581 2250 47622
LOUISA 2452 96 2420
LUCAS 1987 82 2254
LYON 1423 108 4978
MADISON 3630 190 4638
MAHASKA 4213 222 6448
MARION 7507 352 9828
MARSHALL 10257 335 8472
MILLS 2848 148 4216
MITCHELL 2831 112 2643
MONONA 2101 84 2557
MONROE 1731 73 2026
MONTGOMERY 1922 102 3001
MUSCATINE 11323 374 8168
O'BRIEN 1969 106 5266
OSCEOLA 912 52 2230
PAGE 2613 118 4348
"PALO ALTO" 2139 88 2660
PLYMOUTH 4164 189 8597
POCAHONTAS 1523 113 2396
POLK 128465 4321 96096
POTTAWATTAMIE 19644 797 21860
POWESHIEK 5357 194 4424
RINGGOLD 1186 45 1368
SAC 2122 75 3094
SCOTT 50652 1360 38251
SHELBY 2469 103 3911
SIOUX 2700 201 14407
STORY 26192 1290 19668
TAMA 4768 151 4098
TAYLOR 1262 50 1683
UNION 3043 101 2813
"VAN BUREN" 1402 103 2064
WAPELLO 8663 318 6789
WARREN 12551 469 13052
WASHINGTON 5115 327 5562
WAYNE 1251 66 1583
WEBSTER 9537 286 8469
WINNEBAGO 2903 109 2906
WINNESHIEK 6256 206 4622
WOODBURY 22302 876 21841
WORTH 2350 78 1744
WRIGHT 2836 93 3349
