COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ADAMS 9021 109 6566
ALCORN 4130 84 10805
AMITE 3348 33 4245
ATTALA 3849 40 5273
BENTON 2227 50 2329
BOLIVAR 10334 107 4891
CALHOUN 2522 22 4467
CARROLL 2037 16 3902
CHICKASAW 4588 37 4395
CHOCTAW 1459 22 2624
CLAIBORNE 4682 19 748
CLARKE 3121 22 5229
CLAY 6558 32 4466
COAHOMA 7597 37 2917
COPIAH 7710 53 6701
COVINGTON 3852 48 5523
DESOTO 19627 260 44222
FORREST 11622 165 15296
FRANKLIN 1733 25 2909
GEORGE 1532 52 7700
GREENE 1366 39 4361
GRENADA 5029 41 6234
HANCOCK 3768 219 13020
HARRISON 22673 254 38757
HINDS 75401 312 32949
HOLMES 7765 44 1714
HUMPHREYS 3634 18 1462
ISSAQUENA 579 3 364
ITAWAMBA 2084 87 7663
JACKSON 17781 289 35993
JASPER 5025 27 4135
JEFFERSON 3883 36 551
"JEFFERSON DAVIS" 4454 25 2871
JONES 8846 158 20157
KEMPER 3256 18 1935
LAFAYETTE 7997 121 10278
LAMAR 5159 150 18497
LAUDERDALE 13332 125 19582
LAWRENCE 2587 23 4369
LEAKE 4151 31 5148
LEE 12021 126 22694
LEFLORE 8914 62 4105
LINCOLN 5505 67 10781
LOWNDES 13209 184 13994
MADISON 19831 143 27203
MARION 4422 44 8513
MARSHALL 9685 77 6683
MONROE 7169 69 10184
MONTGOMERY 2609 19 3071
NESHOBA 3114 29 8209
NEWTON 3218 38 6479
NOXUBEE 5030 25 1525
OKTIBBEHA 9326 146 9320
PANOLA 8690 105 7620
"PEARL RIVER" 4320 125 17881
PERRY 1533 40 4067
PIKE 9276 65 8651
PONTOTOC 2982 82 9727
PRENTISS 3020 72 7703
QUITMAN 2803 18 1334
RANKIN 14372 349 48140
SCOTT 5025 32 6584
SHARKEY 1907 10 873
SIMPSON 4817 87 7641
SMITH 1968 44 6265
STONE 1996 47 5149
SUNFLOWER 7838 73 3245
TALLAHATCHIE 4105 32 2786
TATE 5003 50 7678
TIPPAH 2623 69 6937
TISHOMINGO 1962 81 6249
TUNICA 3279 27 1017
UNION 2985 52 9072
WALTHALL 3456 40 4253
WARREN 10489 68 11152
WASHINGTON 13148 60 6347
WAYNE 3890 36 6070
WEBSTER 1349 18 4072
WILKINSON 3534 28 1560
WINSTON 4653 40 5497
YALOBUSHA 3151 22 3628
YAZOO 6116 46 5290
