COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAIR 1844 32 2402
ADAMS 977 31 1317
ALLAMAKEE 3449 83 3530
APPANOOSE 3063 47 3340
AUDUBON 1608 26 1958
BENTON 6747 96 6658
"BLACK HAWK" 35392 469 28046
BOONE 7027 112 6870
BREMER 6025 89 6665
BUCHANAN 5608 70 4797
"BUENA VISTA" 3520 83 4887
BUTLER 3001 57 4417
CALHOUN 2243 44 3255
CARROLL 4689 73 5762
CASS 2679 68 4796
CEDAR 4747 78 4869
"CERRO GORDO" 13372 184 10960
CHEROKEE 2988 50 3758
CHICKASAW 3708 58 3040
CLARKE 2323 43 2200
CLAY 3547 143 4898
CLAYTON 4736 120 4312
CLINTON 13813 205 10666
CRAWFORD 3220 67 3955
DALLAS 10917 193 15183
DAVIS 1731 39 2148
DECATUR 1859 64 2088
DELAWARE 4227 65 4908
"DES MOINES" 12456 197 8221
DICKINSON 4140 76 5337
DUBUQUE 26561 382 20100
EMMET 2405 54 2697
FAYETTE 5185 79 5128
FLOYD 4349 73 3745
FRANKLIN 2340 53 3128
FREMONT 1510 39 2362
GREENE 2459 36 2618
GRUNDY 2386 34 4429
GUTHRIE 2614 55 3325
HAMILTON 3895 73 4367
HANCOCK 2484 53 3368
HARDIN 4015 59 4875
HARRISON 2906 94 4680
HENRY 4127 110 5220
HOWARD 2614 55 2028
HUMBOLDT 2146 42 3162
IDA 1415 17 2342
IOWA 3841 69 4544
JACKSON 5656 113 4242
JASPER 10430 170 9462
JEFFERSON 4490 143 3648
JOHNSON 41847 811 22715
JONES 5054 90 4834
KEOKUK 2294 67 3119
KOSSUTH 4132 84 5042
LEE 10152 234 7472
LINN 60442 856 49442
LOUISA 2297 47 2572
LUCAS 1987 41 2543
LYON 1303 47 4751
MADISON 3380 86 4538
MAHASKA 3790 80 6858
MARION 6574 132 9990
MARSHALL 9443 164 9557
MILLS 2308 76 4556
MITCHELL 2785 49 2646
MONONA 2397 46 2575
MONROE 1855 41 2067
MONTGOMERY 1899 56 3601
MUSCATINE 9542 155 9020
O'BRIEN 2330 73 5328
OSCEOLA 934 37 2295
PAGE 2211 59 5243
"PALO ALTO" 2482 35 2674
PLYMOUTH 4278 134 7810
POCAHONTAS 1822 50 2441
POLK 105218 1572 95828
POTTAWATTAMIE 16906 356 24558
POWESHIEK 5043 83 4965
RINGGOLD 1286 26 1466
SAC 2215 31 3128
SCOTT 42122 642 39958
SHELBY 2355 59 4256
SIOUX 2259 82 14229
STORY 23296 537 20819
TAMA 4487 58 4456
TAYLOR 1252 30 1908
UNION 2747 66 3165
"VAN BUREN" 1568 57 2211
WAPELLO 9125 179 7403
WARREN 10730 163 12160
WASHINGTON 4595 116 5977
WAYNE 1379 21 1733
WEBSTER 9561 111 8959
WINNEBAGO 2707 70 3175
WINNESHIEK 5354 106 5324
WOODBURY 21455 289 22451
WORTH 2286 42 1795
WRIGHT 2930 42 3631
