COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
AITKIN 4539 145 4768
ANOKA 80226 1987 91853
BECKER 6756 250 9795
BELTRAMI 10592 302 10237
BENTON 8059 282 10043
"BIG STONE" 1536 48 1483
"BLUE EARTH" 16865 517 15737
BROWN 5158 225 8395
CARLTON 11462 230 6642
CARVER 16456 445 28510
CASS 6835 200 8875
CHIPPEWA 3424 93 3089
CHISAGO 12219 336 15705
CLAY 12989 383 14365
CLEARWATER 1871 52 2438
COOK 1733 81 1489
COTTONWOOD 2726 86 3557
"CROW WING" 14005 434 19106
DAKOTA 104635 2252 108959
DODGE 4117 158 5593
DOUGLAS 8219 297 11793
FARIBAULT 3767 120 4794
FILLMORE 5825 179 5694
FREEBORN 9733 252 7681
GOODHUE 12103 371 13134
GRANT 1856 70 1893
HENNEPIN 383842 8007 255135
HOUSTON 5276 175 5631
HUBBARD 4741 155 6444
ISANTI 7883 240 11190
ITASCA 13290 372 10705
JACKSON 2652 103 3024
KANABEC 3592 129 4527
KANDIYOHI 9337 308 11704
KITTSON 1333 42 1307
KOOCHICHING 3662 108 3539
"LAC QUI PARLE" 2390 58 2093
LAKE 4212 90 2769
"LAKE OF THE WOODS" 921 51 1428
"LE SUEUR" 6466 212 7746
LINCOLN 1558 48 1736
LYON 5292 178 7203
MAHNOMEN 1339 37 1132
MARSHALL 2308 67 3187
MARTIN 4590 146 6311
MCLEOD 6712 293 11407
MEEKER 5292 188 6854
"MILLE LACS" 5677 194 7194
MORRISON 6794 266 9698
MOWER 12334 297 7591
MURRAY 2218 61 2719
NICOLLET 8797 255 8689
NOBLES 3898 147 5159
NORMAN 1954 62 1794
OLMSTED 33285 920 37371
"OTTER TAIL" 12038 406 19734
PENNINGTON 3117 133 3767
PINE 7228 257 7033
PIPESTONE 1900 66 3066
POLK 6729 215 8724
POPE 3301 96 3303
RAMSEY 171846 3635 97096
"RED LAKE" 963 49 1164
REDWOOD 3104 137 4898
RENVILLE 3787 132 4430
RICE 16425 439 13881
ROCK 2000 80 3111
ROSEAU 2442 114 5355
"SAINT LOUIS" 77694 1481 39866
SCOTT 23958 626 36055
SHERBURNE 15816 456 25182
SIBLEY 3109 171 4669
STEARNS 32659 1192 41726
STEELE 7994 312 10389
STEVENS 2821 98 3030
SWIFT 3165 89 2481
TODD 5034 235 6945
TRAVERSE 1026 39 1076
WABASHA 5548 167 6120
WADENA 2791 88 4214
WASECA 4179 164 5457
WASHINGTON 61395 1303 65751
WATONWAN 2514 99 2970
WILKIN 1169 55 2303
WINONA 14231 489 12686
WRIGHT 22618 740 36176
"YELLOW MEDICINE" 2799 81 2878
