COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
BRISTOL 14448 374 9855
"FEDERAL PRECINCT" 0 0 0
KENT 42830 1313 33699
NEWPORT 22992 723 16622
PROVIDENCE 144811 3799 82337
WASHINGTON 34679 1274 26533
