COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
BEAVER 346 40 2174
"BOX ELDER" 1984 323 17101
CACHE 6244 1010 35039
CARBON 2275 202 5090
DAGGETT 94 20 406
DAVIS 21889 2319 96861
DUCHESNE 581 100 5698
EMERY 569 103 3777
GARFIELD 308 42 1832
GRAND 1727 227 1996
IRON 2148 353 14200
JUAB 451 73 3448
KANE 744 105 2522
MILLARD 431 117 4478
MORGAN 403 80 4114
PIUTE 74 11 697
RICH 83 9 915
"SALT LAKE" 146147 11841 223811
"SAN JUAN" 2139 94 3074
SANPETE 980 161 8406
SEVIER 738 124 7207
SUMMIT 8072 532 8884
TOOELE 4524 469 14268
UINTAH 997 165 10421
UTAH 17281 3482 156950
WASATCH 2191 178 7220
WASHINGTON 8337 977 44698
WAYNE 215 23 1089
WEBER 19841 1847 54224
