COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ACADIA 6560 344 19931
ALLEN 2617 195 6495
ASCENSION 16349 868 33856
ASSUMPTION 4754 155 6083
AVOYELLES 6077 285 10670
BEAUREGARD 2828 285 11112
BIENVILLE 3490 72 3641
BOSSIER 12956 618 34988
CADDO 58042 1264 52459
CALCASIEU 28359 1517 51850
CALDWELL 1016 60 3640
CAMERON 408 76 3260
CATAHOULA 1408 41 2744
CLAIBORNE 3014 69 3649
CONCORDIA 3833 97 5450
"DE SOTO" 5553 145 7353
"EAST BATON ROUGE" 102656 3223 92292
"EAST CARROLL" 2478 22 1508
"EAST FELICIANA" 4648 164 5397
EVANGELINE 5330 259 10181
FRANKLIN 2921 121 6294
GRANT 1422 163 7082
IBERIA 12132 373 20892
IBERVILLE 9548 195 7271
JACKSON 2305 92 5132
JEFFERSON 70384 3423 102536
"JEFFERSON DAVIS" 3484 236 10014
"LA SALLE" 764 82 5726
LAFAYETTE 31768 1882 64992
LAFOURCHE 9623 860 28592
LINCOLN 7956 298 10739
LIVINGSTON 7451 1098 45513
MADISON 3154 33 2000
MOREHOUSE 5888 135 6591
"NATCHITOCHES" 7942 239 9077
ORLEANS 126722 3088 28003
OUACHITA 26645 881 40948
PLAQUEMINES 3599 169 6471
"POINTE COUPEE" 5436 163 6548
RAPIDES 20045 781 37193
"RED RIVER" 2253 71 2483
RICHLAND 3387 96 5846
SABINE 2194 121 7738
"ST. BERNARD" 5059 395 8501
"ST. CHARLES" 8896 500 15937
"ST. HELENA" 3780 85 2529
"ST. JAMES" 7059 127 5209
"ST. JOHN THE BAPTIST" 13179 324 7620
"ST. LANDRY" 19668 504 21475
"ST. MARTIN" 9422 358 15653
"ST. MARY" 9450 305 13885
"ST. TAMMANY" 25728 2451 84723
TANGIPAHOA 17722 787 31590
TENSAS 1564 18 1230
TERREBONNE 12074 764 29503
UNION 3075 130 7561
VERMILION 5720 357 18910
VERNON 3173 287 12150
WASHINGTON 6466 317 11798
WEBSTER 6802 214 11400
"WEST BATON ROUGE" 5692 160 6922
"WEST CARROLL" 853 67 3628
"WEST FELICIANA" 2441 79 3257
WINN 1919 74 4541
