COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 10511 132 20834
ALEXANDER 2016 26 1831
BOND 3228 73 4068
BOONE 8286 123 11132
BROWN 895 11 1679
BUREAU 7961 119 9822
CALHOUN 1367 22 1317
CARROLL 3537 64 4534
CASS 2492 45 3163
CHAMPAIGN 41524 1014 39896
CHRISTIAN 6112 111 9044
CLARK 2877 48 5082
CLAY 2101 37 4416
CLINTON 6797 115 10219
COLES 9566 199 13015
COOK 1439724 12305 597405
CRAWFORD 3194 55 6083
CUMBERLAND 1862 57 3497
"DE WITT" 2836 42 4920
DEKALB 19263 410 21095
DOUGLAS 2767 71 5702
DUPAGE 180097 3447 218902
EDGAR 3093 78 5258
EDWARDS 930 22 2412
EFFINGHAM 4388 116 11774
FAYETTE 3571 98 5880
FORD 1912 56 4511
FRANKLIN 8816 148 10388
FULTON 9080 137 7818
GALLATIN 1573 33 1619
GREENE 2457 52 3559
GRUNDY 8463 170 11198
HAMILTON 1814 47 2653
HANCOCK 3975 87 5837
HARDIN 923 13 1501
HENDERSON 2269 27 1857
HENRY 11877 152 13212
IROQUOIS 3832 89 9914
JACKSON 14300 336 11190
JASPER 1781 26 3529
JEFFERSON 6713 75 10160
JERSEY 4597 105 5435
"JO DAVIESS" 5311 99 6174
JOHNSON 1813 55 3997
KANE 75922 1434 94359
KANKAKEE 20003 294 24739
KENDALL 12374 254 19774
KNOX 13403 194 11111
LAKE 134352 1862 139081
LASALLE 24263 365 26101
LAWRENCE 2518 49 4162
LEE 6416 153 9307
LIVINGSTON 5632 91 10316
LOGAN 4273 82 9112
MACON 23341 287 28118
MACOUPIN 11193 179 11413
MADISON 63399 895 59384
MARION 7694 117 9413
MARSHALL 2806 44 3734
MASON 3215 61 3907
MASSAC 2805 41 4578
MCDONOUGH 7119 154 7656
MCHENRY 50330 1206 76412
MCLEAN 29877 467 41276
MENARD 2137 29 4408
MERCER 4512 57 4405
MONROE 6788 114 9468
MONTGOMERY 5979 100 6851
MORGAN 5650 138 9392
MOULTRIE 2388 50 4028
OGLE 9018 155 14918
PEORIA 41121 599 41051
PERRY 4770 66 5589
PIATT 3124 70 5392
PIKE 2849 99 5032
POPE 918 18 1500
PULASKI 1372 16 1720
PUTNAM 1704 25 1623
RANDOLPH 6771 109 8076
RICHLAND 2529 67 5153
"ROCK ISLAND" 39880 429 29663
SALINE 4697 60 7057
SANGAMON 38630 841 55904
SCHUYLER 1594 34 2403
SCOTT 927 13 1696
SHELBY 3744 80 6753
"ST. CLAIR" 62410 576 50203
STARK 1189 31 1841
STEPHENSON 8913 195 12212
TAZEWELL 25814 466 36058
UNION 3735 51 5333
VERMILION 14726 257 18731
WABASH 1752 42 4212
WARREN 3938 45 4474
WASHINGTON 2986 46 5072
WAYNE 2139 46 6102
WHITE 3071 50 5180
WHITESIDE 13723 191 12959
WILL 115625 1686 129098
WILLIAMSON 11685 189 18086
WINNEBAGO 59740 903 60782
WOODFORD 6005 99 12698
