COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAIR 3500 696 6030
ANDREW 2045 430 6665
ATCHISON 541 123 2060
AUDRAIN 2570 510 6981
BARRY 2710 467 11428
BARTON 795 185 4959
BATES 1618 404 6001
BENTON 2025 74 7213
BOLLINGER 705 144 4827
BOONE 41125 6543 36200
BUCHANAN 12013 2326 21320
BUTLER 3036 573 13650
CALDWELL 838 242 3232
CALLAWAY 4989 1147 13057
CAMDEN 4768 802 16944
"CAPE GIRARDEAU" 8492 1529 27017
CARROLL 745 136 3480
CARTER 436 84 2324
CASS 14846 3046 33098
CEDAR 1011 256 5021
CHARITON 888 131 2950
CHRISTIAN 8508 2077 30946
CLARK 724 33 2458
CLAY 45304 7396 57476
CLINTON 2572 569 7067
COLE 10913 1845 24616
COOPER 1932 430 5624
CRAWFORD 1824 148 7724
DADE 637 130 3184
DALLAS 1272 286 5895
DAVIESS 730 96 2767
DEKALB 824 230 3540
DENT 978 213 5600
DOUGLAS 984 196 5486
DUNKLIN 2360 192 8026
FRANKLIN 12341 2342 35430
GASCONADE 1520 255 5670
GENTRY 605 134 2304
GREENE 42728 8468 78035
GRUNDY 780 68 3462
HARRISON 574 150 2965
HENRY 2357 434 7075
HICKORY 1016 166 3542
HOLT 347 82 1926
HOWARD 1283 308 3277
HOWELL 2881 681 13893
IRON 933 163 3173
JACKSON 71237 10481 91557
JASPER 10572 2684 35070
JEFFERSON 31568 5634 69036
JOHNSON 5930 1483 13719
"KANSAS CITY" 97735 6212 24654
KNOX 379 75 1416
LACLEDE 2553 617 12881
LAFAYETTE 4053 835 10988
LAWRENCE 2901 725 13089
LEWIS 934 178 3344
LINCOLN 5575 1228 18159
LINN 1240 259 4088
LIVINGSTON 1265 277 4879
MACON 1548 275 5798
MADISON 1005 214 4102
MARIES 794 145 3561
MARION 2994 525 9419
MCDONALD 1329 314 6599
MERCER 216 43 1486
MILLER 1750 381 9285
MISSISSIPPI 1458 111 3600
MONITEAU 1237 246 5347
MONROE 853 144 3159
MONTGOMERY 1119 183 4127
MORGAN 1768 293 6760
"NEW MADRID" 1933 154 5270
NEWTON 4990 1063 20553
NODAWAY 2529 549 6380
OREGON 865 132 3671
OSAGE 998 236 5856
OZARK 724 142 3639
PEMISCOT 1947 116 3964
PERRY 1520 312 6908
PETTIS 4324 977 12810
PHELPS 4766 1078 12709
PIKE 1806 302 5274
PLATTE 20057 2895 25933
POLK 2631 694 10438
PULASKI 2922 690 9876
PUTNAM 353 57 1936
RALLS 1138 159 3969
RANDOLPH 2283 497 7529
RAY 3090 675 7104
REYNOLDS 540 92 2406
RIPLEY 830 172 4522
SALINE 2789 508 5977
SCHUYLER 354 77 1505
SCOTLAND 365 78 1525
SCOTT 3575 513 13168
SHANNON 776 162 2966
SHELBY 606 125 2524
"ST. CHARLES" 68626 10729 121650
"ST. CLAIR" 936 193 3501
"ST. FRANCOIS" 6250 1010 17468
"ST. LOUIS CITY" 104235 6124 20832
"ST. LOUIS COUNTY" 286704 25720 202434
"STE. GENEVIEVE" 2542 431 5496
STODDARD 1876 336 11079
STONE 2887 522 13158
SULLIVAN 526 76 1884
TANEY 4373 866 18276
TEXAS 1728 353 8875
VERNON 1707 359 6533
WARREN 3915 758 11111
WASHINGTON 1926 308 7048
WAYNE 948 49 4658
WEBSTER 3177 726 12840
WORTH 195 43 808
WRIGHT 1170 242 6707
