COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
BRISTOL 16162 483 9260
"FEDERAL PRECINCT" 0 0 0
KENT 48406 1888 33780
NEWPORT 25479 801 15717
PROVIDENCE 167442 5178 81010
WASHINGTON 39082 1454 25624
