COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ALBANY 83978 11578 40210
ALLEGANY 5866 1710 9377
BRONX 334600 9614 26680
BROOME 39971 6886 34708
CATTARAUGUS 12040 3072 14655
CAYUGA 16105 3418 11646
CHAUTAUQUA 22463 6123 24266
CHEMUNG 16205 2667 16138
CHENANGO 8642 1750 8922
CLINTON 18072 2692 9892
COLUMBIA 15241 3288 10600
CORTLAND 9965 1800 7859
DELAWARE 7881 1671 9086
DUTCHESS 62063 13378 48264
ERIE 227325 37187 149683
ESSEX 9368 1273 6076
FRANKLIN 9532 1171 5231
FULTON 8331 1638 9830
GENESEE 9092 2840 12814
GREENE 8384 2351 9737
HAMILTON 1092 259 1771
HERKIMER 10826 2048 12166
JEFFERSON 16231 3042 16435
KINGS 580225 37352 112957
LEWIS 4530 863 5129
LIVINGSTON 11100 3029 12641
MADISON 13231 2852 12011
MONROE 185916 33463 114434
MONTGOMERY 8106 2034 8046
"NASSAU" 294661 35628 237862
"NEW YORK" 486172 26245 84810
NIAGARA 41837 9018 38158
ONEIDA 39031 7137 40532
ONONDAGA 117470 17890 69357
ONTARIO 22065 4869 20919
ORANGE 70742 11883 58003
ORLEANS 5505 1616 7585
OSWEGO 22178 4803 17610
OTSEGO 11530 2158 10451
PUTNAM 18539 4881 20925
QUEENS 461391 24818 108864
RENSSELAER 35373 7714 24903
RICHMOND 75557 11696 66916
ROCKLAND 63908 8558 51976
SARATOGA 50998 9597 44915
SCHENECTADY 35330 6651 22952
SCHOHARIE 5119 1591 6497
SCHUYLER 3444 904 3798
SENECA 6715 1307 5244
"ST. LAWRENCE" 20488 3160 13543
STEUBEN 15015 3353 20163
SUFFOLK 287519 55481 243258
SULLIVAN 14612 2456 11347
TIOGA 8544 1897 11160
TOMPKINS 24872 4607 10191
ULSTER 43837 8906 25572
WARREN 14276 2377 12925
WASHINGTON 10993 2309 9793
WAYNE 15732 4567 17248
WESTCHESTER 234778 22530 131139
WYOMING 5357 1730 9248
YATES 4259 914 4269
