COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAMS 3770 411 5983
ASHLAND 4228 499 3302
BARRON 7879 1158 13606
BAYFIELD 4954 450 4125
BROWN 53364 8416 67199
BUFFALO 2531 408 4049
BURNETT 2948 383 5412
CALUMET 9646 1656 15348
CHIPPEWA 11886 1766 17909
CLARK 4227 723 8646
COLUMBIA 13526 2085 14160
CRAWFORD 3425 475 3844
DANE 217526 21212 71279
DODGE 13968 2454 26643
DOOR 8026 998 8584
DOUGLAS 11345 1507 9659
DUNN 9026 1577 11488
"EAU CLAIRE" 27294 4280 23311
FLORENCE 666 94 1897
"FOND DU LAC" 17391 2892 31044
FOREST 1584 168 2788
GRANT 10046 1926 12349
GREEN 9122 1170 8693
"GREEN LAKE" 2701 474 6213
IOWA 6669 782 4809
IRON 1273 134 2090
JACKSON 3821 544 4907
JEFFERSON 16561 3175 23410
JUNEAU 4073 536 7123
KENOSHA 35771 5280 36025
KEWAUNEE 3623 519 6616
"LA CROSSE" 32406 4173 26389
LAFAYETTE 3288 397 3977
LANGLADE 3260 436 6436
LINCOLN 5370 936 8400
MANITOWOC 14506 2647 23193
MARATHON 26477 4025 39013
MARINETTE 6243 808 12995
MARQUETTE 2809 370 4714
MENOMINEE 1003 7 269
MILWAUKEE 288797 25604 125846
MONROE 7048 1270 11352
OCONTO 5884 841 13253
ONEIDA 8104 1252 12117
OUTAGAMIE 38087 5897 49884
OZAUKEE 20168 3925 30430
PEPIN 1345 188 2206
PIERCE 8382 1549 11258
POLK 7570 1364 13815
PORTAGE 18521 2669 17306
PRICE 2669 346 4562
RACINE 42512 5010 46611
RICHLAND 3577 455 4023
ROCK 39343 5237 31488
RUSK 2171 352 4564
SAUK 14692 1835 14791
SAWYER 3504 432 5185
SHAWANO 6056 953 12742
SHEBOYGAN 22956 4241 32458
"ST. CROIX" 17486 3802 26220
TAYLOR 2398 497 6589
TREMPEALEAU 5636 675 7364
VERNON 6352 865 6996
VILAS 4770 673 8169
WALWORTH 18706 3767 28851
WASHBURN 3284 460 5404
WASHINGTON 20855 5419 51729
WAUKESHA 79200 17321 142521
WAUPACA 8440 1395 16189
WAUSHARA 3792 538 7669
WINNEBAGO 37054 6642 43448
WOOD 14232 2065 21503
